norm_name,raw_name,sources,source_count,ida_ny,ida_oh,nursing_home,charter_school,faith_hospital,oge_trade,fara,capitol_trade,water_epa,opioid,hrsa_340b,opioid_vendor,fara_principal,dol_whd,nih_exporter,osha,msha,cfpb,sam_gov,usaspending
ANCHORS AWAY,ANCHORS AWAY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANCO CONSTRUCTION,ANCO CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANCOR,ANCOR,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
ANCORA PSYCHIATRIC HOSPITAL,ANCORA PSYCHIATRIC HOSPITAL,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
ANCRA INTERNATIONAL,ANCRA INTERNATIONAL,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
AND CLEAN,AND CLEAN,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDER AND SONS,ANDER AND SONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDERSEN CONSTRUCTION,ANDERSEN CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANDERSEN STRUCTURES,ANDERSEN STRUCTURES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANDERSON AIRMOTIVE,ANDERSON AIRMOTIVE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDERSON BONELESS BEEF HOLDINGS,ANDERSON BONELESS BEEF HOLDINGS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDERSON BURTON CONSTRUCTION,ANDERSON BURTON CONSTRUCTION,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDERSON CLAYTON,ANDERSON CLAYTON,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANDERSON COLLISION CENTER,ANDERSON COLLISION CENTER,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDERSON CONSTRUCTION,ANDERSON CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANDERSON CONTRACTING,ANDERSON CONTRACTING,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
ANDERSON COURT REPORTING,ANDERSON COURT REPORTING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDERSON DRAGLINE,ANDERSON DRAGLINE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDERSON DUBOSE COMPANY,ANDERSON DUBOSE COMPANY,ida_oh|osha,2,,Y,,,,,,,,,,,,,,Y,,,,
ANDERSON EMERGENCY SERVICES,ANDERSON EMERGENCY SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDERSON ENGINEERING,ANDERSON ENGINEERING,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANDERSON ERICKSON DAIRY,ANDERSON ERICKSON DAIRY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDERSON INDUSTRIES,ANDERSON INDUSTRIES,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
ANDERSON INSULATION,ANDERSON INSULATION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANDERSON LANDSCAPING,ANDERSON LANDSCAPING,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
ANDERSON MASONRY,ANDERSON MASONRY,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
ANDERSON METAL INDUSTRIES,ANDERSON METAL INDUSTRIES,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
ANDERSON RENTALS,ANDERSON RENTALS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDERSON RICHARD,"ANDERSON, RICHARD",msha|nursing_home,2,,,Y,,,,,,,,,,,,,,Y,,,
ANDERSON S,ANDERSON S,dol_whd|ida_oh,2,,Y,,,,,,,,,,,,Y,,,,,,
ANDERSON SERVICE,ANDERSON SERVICE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDERSON SHAH ROOFING OF FLORIDA,ANDERSON SHAH ROOFING OF FLORIDA,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANDERSON STEEL SUPPLY,ANDERSON STEEL SUPPLY INCORPORATED,sam_gov|water_epa,2,,,,,,,,,Y,,,,,,,,,,Y,
ANDERSON STRIPING,ANDERSON STRIPING,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
ANDLEN GROUP THE,ANDLEN GROUP THE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDOVER,Andover,opioid|osha,2,,,,,,,,,,Y,,,,,,Y,,,,
ANDRE PRUM,ANDRE PRUM,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDREAS CHRIST SPEDITION UND MOEBELTRANSPORT GMBH,ANDREAS CHRIST SPEDITION UND MOEBELTRANSPORT GMBH,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDREW BEUG,ANDREW BEUG,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDREW BOLES,ANDREW BOLES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDREW C PRZYBYLA M D P C,ANDREW C PRZYBYLA M D P C,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDREW CAVES,ANDREW CAVES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDREW CHAIKIN,ANDREW CHAIKIN,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDREW J ZEIGLER,ANDREW J ZEIGLER,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDREW MORGAN,ANDREW MORGAN,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDREW S MCCREATH SON,ANDREW S MCCREATH SON,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDREWS INDEPENDENT SCHOOL DISTRICT,ANDREWS INDEPENDENT SCHOOL DISTRICT,capitol_trade|sam_gov,2,,,,,,,,Y,,,,,,,,,,,Y,
ANDREWS INTERNATIONAL,ANDREWS INTERNATIONAL,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANDREWS ROOFING CONSTRUCTION,ANDREWS ROOFING CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANDRITZ HYDRO,ANDRITZ HYDRO,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
ANDROSCOGGIN VALLEY REGIONAL REFUSE DISPOSAL DISTRICT,ANDROSCOGGIN VALLEY REGIONAL REFUSE DISPOSAL DISTRICT,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDRUS ROBERTS PRODUCE,ANDRUS & ROBERTS PRODUCE,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
ANDY FRAIN SERVICES,ANDY FRAIN SERVICES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANDY RAMOS ELECTRIC,ANDY RAMOS ELECTRIC,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANDY S ANGELS,Andy's Angels,opioid|sam_gov,2,,,,,,,,,,Y,,,,,,,,,Y,
ANDY SHAW FORD,ANDY SHAW FORD,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANETA NURSING HOME,ANETA NURSING HOME INCORPORATED,nursing_home|sam_gov,2,,,Y,,,,,,,,,,,,,,,,Y,
ANGEL HOUSE,Angel House,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
ANGELICA,ANGELICA,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANGELS GENERAL CONSTRUCTION,ANGELS GENERAL CONSTRUCTION,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
ANGIE S PLACE,ANGIE'S PLACE,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
ANGIODYNAMICS,AngioDynamics Inc,capitol_trade|usaspending,2,,,,,,,,Y,,,,,,,,,,,,Y
ANGLETECH,ANGLETECH,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANGLETON NURSING REHAB CENTER,ANGLETON NURSING REHAB CENTER,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANGSTROM RESEARCH,ANGSTROM RESEARCH,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANHEUSER BUSCH COMPANIES,Anheuser-Busch Companies,ida_ny|osha,2,Y,,,,,,,,,,,,,,,Y,,,,
ANIKE GROUP,ANIKE GROUP,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
ANIVIVE LIFESCIENCES,ANIVIVE LIFESCIENCES,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
ANIXTER,ANIXTER,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
ANJARWALLA KHANNA,ANJARWALLA KHANNA,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANM CARPENTRY,ANM CARPENTRY,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANNA,ANNA,sam_gov|water_epa,2,,,,,,,,,Y,,,,,,,,,,Y,
ANNA KELSEY,ANNA KELSEY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANNA S CARE,ANNA S CARE,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANNASHAE,ANNASHAE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANNE ARUNDEL COMMUNITY COLLEGE,ANNE ARUNDEL COMMUNITY COLLEGE,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
ANNE ARUNDEL COUNTY,Anne Arundel County,opioid|opioid_vendor,2,,,,,,,,,,Y,,Y,,,,,,,,
ANNEX CHARTER SCHOOL,Annex Charter School,charter_school|water_epa,2,,,,Y,,,,,Y,,,,,,,,,,,
ANNOVIANT,ANNOVIANT,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
ANODYNE,ANODYNE INC,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
ANOMATIC,ANOMATIC CORPORATION,ida_oh|water_epa,2,,Y,,,,,,,Y,,,,,,,,,,,
ANRICH,ANRICH,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANRITSU AMERICAS SALES COMPANY,ANRITSU AMERICAS SALES COMPANY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANSELMI DE CICCO,ANSELMI DE CICCO,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANSIBLE GOVERNMENT SOLUTIONS,ANSIBLE GOVERNMENT SOLUTIONS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
ANSWER HEATING COOLING,ANSWER HEATING COOLING,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANSWERNET,ANSWERNET,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANSYS,ANSYS Inc,capitol_trade|usaspending,2,,,,,,,,Y,,,,,,,,,,,,Y
ANT NORTH AMERICA,ANT NORTH AMERICA,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANTECH DIAGNOSTICS,ANTECH DIAGNOSTICS,usaspending|water_epa,2,,,,,,,,,Y,,,,,,,,,,,Y
ANTELOPE MEMORIAL HOSPITAL,Antelope Memorial Hospital,dol_whd|hrsa_340b,2,,,,,,,,,,,Y,,,Y,,,,,,
ANTELOPE VALLEY HOSPITAL,ANTELOPE VALLEY HOSPITAL,dol_whd|hrsa_340b,2,,,,,,,,,,,Y,,,Y,,,,,,
ANTELOPE VALLEY MEDICAL CENTER,ANTELOPE VALLEY MEDICAL CENTER,dol_whd|hrsa_340b,2,,,,,,,,,,,Y,,,Y,,,,,,
ANTENNA OF AMERICA,ANTENNA OF AMERICA,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANTENNA PRODUCTS,ANTENNA PRODUCTS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANTENNA RESEARCH ASSOCIATES,ANTENNA RESEARCH ASSOCIATES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANTEON,ANTEON,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANTERO RESOURCES,Antero Resources Corporation,capitol_trade|dol_whd,2,,,,,,,,Y,,,,,,Y,,,,,,
ANTHEM COMMERCIAL AIR SERVICES,ANTHEM COMMERCIAL AIR SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANTHONY DEMARCO SONS,ANTHONY DEMARCO SONS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANTHONY HILL EXCAVATING,ANTHONY HILL EXCAVATING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANTHONY S CLEANERS,ANTHONY S CLEANERS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANTHONY VINEYARDS,ANTHONY VINEYARDS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
ANTHROPOLOGIE,ANTHROPOLOGIE,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANTIGUA DEPARTMENT OF TOURISM,Antigua Department of Tourism,fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
ANTONIO C MENDOZA III,ANTONIO C MENDOZA III,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANUPAM HOSPITALITY,ANUPAM HOSPITALITY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANVIL CONSTRUCTION,ANVIL CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
ANVIL ENTERPRISES,ANVIL ENTERPRISES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANVIL STEEL ENGINEERING,ANVIL STEEL ENGINEERING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
ANY GARMENT CLEANERS,ANY GARMENT CLEANERS,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
ANZELC WELDING FABRICATING,ANZELC WELDING FABRICATING,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
AOC ENVIRONMENTAL,AOC ENVIRONMENTAL,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
AOC LOGISTICS,AOC LOGISTICS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
AOC SOLUTIONS,AOC SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
AOD DURUTOVIC VUKSANOVIC KRALJEVIC,AOD DURUTOVIC VUKSANOVIC KRALJEVIC,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
AON,Aon PLC,capitol_trade|dol_whd,2,,,,,,,,Y,,,,,,Y,,,,,,
AON CONSULTING,AON CONSULTING,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
AOS SERVICES,AOS SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
AOSENSE,AOSENSE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APACHE COUNTY,Apache County,opioid|sam_gov,2,,,,,,,,,,Y,,,,,,,,,Y,
APACHE HOMELANDS,APACHE HOMELANDS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
APACHE LAKE MARINA RESORT,APACHE LAKE MARINA-RESORT,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
APARCAMIENTO JUAN BRAVO 13 SL,APARCAMIENTO JUAN BRAVO 13 SL,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APC CONSTRUCTION,APC CONSTRUCTION,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
APC CONTRACTORS,APC CONTRACTORS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
APC EQUIPMENT MANUFACTURING,APC EQUIPMENT MANUFACTURING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APCOM,APCOM INC.,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
APEC,APEC,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
APELLES,APELLES,cfpb|dol_whd,2,,,,,,,,,,,,,,Y,,,,Y,,
APEX,APEX,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
APEX CONSTRUCTION,APEX CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
APEX GLOBAL CONSTRUCTION,APEX GLOBAL CONSTRUCTION,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
APEX MECHANICAL,APEX MECHANICAL,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APEX MICRODEVICES,APEX MICRODEVICES,ida_oh|usaspending,2,,Y,,,,,,,,,,,,,,,,,,Y
APEX MORTGAGE,APEX MORTGAGE,cfpb|dol_whd,2,,,,,,,,,,,,,,Y,,,,Y,,
APEX ORTHOPAEDIC TECHNOLOGIES,APEX ORTHOPAEDIC TECHNOLOGIES,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
APEX SERVICES,APEX SERVICES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
APEX SPECIALTY METALS,APEX SPECIALTY METALS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APEX SYSTEMS,APEX SYSTEMS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
APEX WASTE SYSTEMS,APEX WASTE SYSTEMS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
API,API INC,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
API GROUP,APi Group Corp,capitol_trade|osha,2,,,,,,,,Y,,,,,,,,Y,,,,
API GROUP LIFE SAFETY USA,API GROUP LIFE SAFETY USA,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
API NATIONAL SERVICE GROUP,API NATIONAL SERVICE GROUP,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APIO,APIO,dol_whd|ida_oh,2,,Y,,,,,,,,,,,,Y,,,,,,
APIRA TECHNOLOGIES,APIRA TECHNOLOGIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APL LOGISTICS,APL LOGISTICS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
APMI GROUP,APMI GROUP,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
APN,APN,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
APOGEE CALIBRE JV,APOGEE CALIBRE JV,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APOGEE ENGINEERING,APOGEE ENGINEERING,ida_oh|usaspending,2,,Y,,,,,,,,,,,,,,,,,,Y
APOGEE SYSTEMS,APOGEE SYSTEMS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APOGEE WORX,APOGEE WORX,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APOLLO HEALTHCARE AT SUGARLAND,APOLLO HEALTHCARE AT SUGARLAND,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APOLLO PROFESSIONAL SOLUTIONS,APOLLO PROFESSIONAL SOLUTIONS,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
APOLLO SHEET METAL,APOLLO SHEET METAL,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
APONTE POWER SERVICES,APONTE POWER SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPALACHIAN DISTRICT HEALTH DEPARTMENT,APPALACHIAN DISTRICT HEALTH DEPARTMENT,hrsa_340b|sam_gov,2,,,,,,,,,,,Y,,,,,,,,Y,
APPALACHIAN GROWTH CAPITAL,APPALACHIAN GROWTH CAPITAL,ida_oh|sam_gov,2,,Y,,,,,,,,,,,,,,,,,Y,
APPALACHIAN PIPELINE CONTRACTORS,APPALACHIAN PIPELINE CONTRACTORS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
APPALACHIAN POWER,APPALACHIAN POWER CO,capitol_trade|osha,2,,,,,,,,Y,,,,,,,,Y,,,,
APPALACHIAN REGIONAL HEALTHCARE,"Appalachian Regional Healthcare,",dol_whd|opioid_vendor,2,,,,,,,,,,,,Y,,Y,,,,,,
APPALACHIAN STATE UNIVERSITY,APPALACHIAN STATE UNIVERSITY,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
APPAREO SYSTEMS,APPAREO SYSTEMS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
APPFOLIO,APPFOLIO INC,capitol_trade|cfpb,2,,,,,,,,Y,,,,,,,,,,Y,,
APPLE 1 ENTERPRISES,APPLE 1 ENTERPRISES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLE ACRES,APPLE ACRES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
APPLE EIGHT HOSPITALITY MANAGEMENT,APPLE EIGHT HOSPITALITY MANAGEMENT,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLE FORD,APPLE FORD,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
APPLE NINE HOSPITALITY MANAGEMENT,APPLE NINE HOSPITALITY MANAGEMENT,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLE PATCH COMMUNITY,APPLE PATCH COMMUNITY,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
APPLE SEVEN HOSPITALITY MANAGEMENT,APPLE SEVEN HOSPITALITY MANAGEMENT,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLE SEVEN SERVICES SOUTHEAST L P,APPLE SEVEN SERVICES SOUTHEAST L P,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLE TEN HOSPITALITY MANAGEMENT,APPLE TEN HOSPITALITY MANAGEMENT,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLE TRANSFER,APPLE TRANSFER,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
APPLEGATE JOHNSTON,APPLEGATE JOHNSTON,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
APPLEONE,APPLEONE,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
APPLETON AREA HEALTH,Appleton Area Health,hrsa_340b|usaspending,2,,,,,,,,,,,Y,,,,,,,,,Y
APPLICATION RESEARCH CENTER,APPLICATION RESEARCH CENTER,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED AEROSPACE STRUCTURES,APPLIED AEROSPACE STRUCTURES CORP,usaspending|water_epa,2,,,,,,,,,Y,,,,,,,,,,,Y
APPLIED AUTOMATION,APPLIED AUTOMATION,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
APPLIED COMPOSITES ENGINEERING,APPLIED COMPOSITES ENGINEERING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED CONSTRUCTION TECHNOLOGIES,APPLIED CONSTRUCTION TECHNOLOGIES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
APPLIED DECISION SCIENCE,APPLIED DECISION SCIENCE,ida_oh|usaspending,2,,Y,,,,,,,,,,,,,,,,,,Y
APPLIED DYNAMICS,APPLIED DYNAMICS,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
APPLIED ECOLOGY,APPLIED ECOLOGY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED ENERGY,APPLIED ENERGY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED ENVIRONMENTAL,APPLIED ENVIRONMENTAL,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED HYDRAULICS,APPLIED HYDRAULICS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED IMAGERY,APPLIED IMAGERY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED INDUSTRIAL TECHNOLOGIES DIXIE,APPLIED INDUSTRIAL TECHNOLOGIES DIXIE,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
APPLIED INTEGRATED TECHNOLOGIES,APPLIED INTEGRATED TECHNOLOGIES,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
APPLIED INTUITION GOVERNMENT,APPLIED INTUITION GOVERNMENT,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED MEDICAL TECHNOLOGY,APPLIED MEDICAL TECHNOLOGY,ida_oh|sam_gov,2,,Y,,,,,,,,,,,,,,,,,Y,
APPLIED MEMETICS,APPLIED MEMETICS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED NANOFEMTO TECHNOLOGIES,APPLIED NANOFEMTO TECHNOLOGIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED PAVEMENT TECHNOLOGY,APPLIED PAVEMENT TECHNOLOGY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED PHYSICS SYSTEMS,APPLIED PHYSICS SYSTEMS,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
APPLIED PLASTIC PRODUCTS,APPLIED PLASTIC PRODUCTS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
APPLIED PSYCHOLOGICAL TECHNIQUES,APPLIED PSYCHOLOGICAL TECHNIQUES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED RESEARCH IN ACOUSTICS,APPLIED RESEARCH IN ACOUSTICS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED SCIENCES AND INFORMATION SYSTEMS,APPLIED SCIENCES AND INFORMATION SYSTEMS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
APPLIED SIGNALS INTELLIGENCE,APPLIED SIGNALS INTELLIGENCE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED SPECTRAL IMAGING,APPLIED SPECTRAL IMAGING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED SYSTEMS ENGINEERING,APPLIED SYSTEMS ENGINEERING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED TAIJI,APPLIED TAIJI,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
APPLIED TECHNOLOGIES GROUP,APPLIED TECHNOLOGIES GROUP,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
