state_code,county_fips,total_apps,originations,denials,denial_rate,denial_rate_white,denial_rate_black,denial_rate_hispanic,disparity_ratio_black,disparity_ratio_hispanic,white_apps,black_apps,hispanic_apps
WV,54039,2358,1819.0,539.0,0.2286,0.2308,0.3333,0.2051,1.44,0.89,1945.0,84.0,39.0
MI,26051,406,346.0,60.0,0.1478,0.1391,0.2,0.2222,1.44,1.6,345.0,5.0,9.0
FL,12117,6896,5712.0,1184.0,0.1717,0.161,0.2301,0.2326,1.43,1.44,4142.0,452.0,1419.0
TX,48005,1194,788.0,406.0,0.34,0.3462,0.4935,0.3957,1.43,1.14,881.0,77.0,187.0
PA,42041,4039,3413.0,626.0,0.155,0.1534,0.2202,0.2381,1.43,1.55,2698.0,109.0,126.0
FL,12083,10945,8784.0,2161.0,0.1974,0.1838,0.2627,0.2342,1.43,1.27,7344.0,944.0,2331.0
PR,72097,205,156.0,49.0,0.239,0.2333,0.3333,0.2435,1.43,1.04,180.0,3.0,193.0
FL,12085,2491,2046.0,445.0,0.1786,0.1695,0.2432,0.2256,1.43,1.33,1976.0,37.0,195.0
OK,40073,248,185.0,63.0,0.254,0.2328,0.3333,0.3548,1.43,1.52,189.0,3.0,31.0
MO,29031,1271,1139.0,132.0,0.1039,0.106,0.1515,0.1053,1.43,0.99,972.0,33.0,19.0
TN,47061,277,180.0,97.0,0.3502,0.349,0.5,1.0,1.43,2.87,255.0,2.0,1.0
AR,05031,1998,1695.0,303.0,0.1517,0.1554,0.2222,0.1923,1.43,1.24,1396.0,126.0,78.0
TX,48367,3990,3228.0,762.0,0.191,0.1847,0.2639,0.3333,1.43,1.8,3097.0,72.0,414.0
GA,13299,472,326.0,146.0,0.3093,0.2924,0.4149,0.2778,1.42,0.95,301.0,94.0,18.0
GA,13247,1577,1213.0,364.0,0.2308,0.1594,0.2257,0.2214,1.42,1.39,276.0,873.0,140.0
MD,24043,2239,1864.0,375.0,0.1675,0.1411,0.2006,0.2035,1.42,1.44,1361.0,319.0,285.0
TN,47151,346,248.0,98.0,0.2832,0.2821,0.4,0.0,1.42,0.0,312.0,5.0,3.0
FL,12011,27688,20983.0,6705.0,0.2422,0.2173,0.3085,0.2424,1.42,1.12,15851.0,5255.0,9054.0
OH,39057,2475,2231.0,244.0,0.0986,0.0926,0.1319,0.1552,1.42,1.68,1847.0,91.0,58.0
NY,36085,4053,3400.0,653.0,0.1611,0.1796,0.2557,0.2233,1.42,1.24,1665.0,176.0,300.0
CA,06061,6832,6071.0,761.0,0.1114,0.1095,0.156,0.1233,1.42,1.13,3780.0,109.0,519.0
FL,12091,5171,4449.0,722.0,0.1396,0.1448,0.2049,0.1198,1.42,0.83,3184.0,327.0,459.0
WV,54003,3250,2702.0,548.0,0.1686,0.1601,0.2278,0.2317,1.42,1.45,2198.0,316.0,246.0
NJ,34011,1765,1454.0,311.0,0.1762,0.1474,0.2075,0.1393,1.41,0.95,1079.0,241.0,445.0
TN,47123,879,603.0,276.0,0.314,0.3159,0.4444,0.303,1.41,0.96,766.0,9.0,33.0
IN,18145,664,588.0,76.0,0.1145,0.1014,0.1429,0.2432,1.41,2.4,562.0,7.0,37.0
NC,37169,763,598.0,165.0,0.2163,0.2132,0.3,0.3448,1.41,1.62,652.0,20.0,29.0
CA,06039,2002,1684.0,318.0,0.1588,0.1616,0.2273,0.1718,1.41,1.06,1182.0,44.0,838.0
PA,42079,4355,3595.0,760.0,0.1745,0.1583,0.2234,0.234,1.41,1.48,2924.0,197.0,970.0
CA,06095,5059,4372.0,687.0,0.1358,0.1276,0.1796,0.1747,1.41,1.37,1982.0,529.0,1042.0
NE,31043,289,231.0,58.0,0.2007,0.1779,0.25,0.2123,1.41,1.19,208.0,4.0,146.0
FL,12095,19496,15312.0,4184.0,0.2146,0.1906,0.2685,0.2739,1.41,1.44,10781.0,2488.0,5809.0
TX,48097,782,619.0,163.0,0.2084,0.2022,0.2857,0.2857,1.41,1.41,623.0,14.0,126.0
AL,01055,1471,1169.0,302.0,0.2053,0.2051,0.2895,0.2368,1.41,1.15,1180.0,114.0,38.0
MS,28123,393,217.0,176.0,0.4478,0.3897,0.5441,0.5238,1.4,1.34,213.0,136.0,21.0
IL,17103,340,289.0,51.0,0.15,0.1429,0.2,0.2581,1.4,1.81,280.0,5.0,31.0
IL,17081,441,367.0,74.0,0.1678,0.1699,0.2381,0.0,1.4,0.0,359.0,21.0,10.0
TX,48055,1125,739.0,386.0,0.3431,0.3005,0.4211,0.4708,1.4,1.57,732.0,38.0,565.0
CA,06077,8772,7360.0,1412.0,0.161,0.1601,0.2233,0.1848,1.4,1.15,2955.0,506.0,2159.0
VA,51089,630,448.0,182.0,0.2889,0.2644,0.37,0.3871,1.4,1.46,416.0,100.0,31.0
WA,53061,11454,9950.0,1504.0,0.1313,0.1312,0.1838,0.2384,1.4,1.82,5685.0,408.0,709.0
TX,48407,652,355.0,297.0,0.4555,0.4302,0.6032,0.5339,1.4,1.24,451.0,63.0,118.0
FL,12019,4677,3867.0,810.0,0.1732,0.1641,0.2277,0.2,1.39,1.22,3005.0,584.0,465.0
MO,29021,1348,1198.0,150.0,0.1113,0.1067,0.1481,0.0761,1.39,0.71,1031.0,27.0,92.0
TX,48231,3104,2469.0,635.0,0.2046,0.1859,0.2575,0.2694,1.39,1.45,2023.0,299.0,720.0
TX,48427,290,170.0,120.0,0.4138,0.3609,0.5,0.4201,1.39,1.16,230.0,2.0,269.0
OH,39139,1598,1413.0,185.0,0.1158,0.108,0.15,0.125,1.39,1.16,1315.0,40.0,24.0
FL,12057,24225,19950.0,4275.0,0.1765,0.1627,0.2254,0.2321,1.39,1.43,14432.0,2529.0,5717.0
PA,42019,2896,2523.0,373.0,0.1288,0.1305,0.1818,0.0556,1.39,0.43,2368.0,22.0,36.0
AR,05011,112,53.0,59.0,0.5268,0.473,0.6552,0.5,1.39,1.06,74.0,29.0,8.0
TN,47179,2082,1738.0,344.0,0.1652,0.1674,0.2333,0.2333,1.39,1.39,1691.0,30.0,60.0
TX,48341,236,170.0,66.0,0.2797,0.2414,0.3333,0.328,1.38,1.36,174.0,3.0,125.0
HI,15007,630,498.0,132.0,0.2095,0.181,0.25,0.2857,1.38,1.58,232.0,4.0,21.0
VA,51169,251,163.0,88.0,0.3506,0.3616,0.5,0.3333,1.38,0.92,224.0,4.0,6.0
GA,13097,2320,1799.0,521.0,0.2246,0.1755,0.2416,0.2034,1.38,1.16,587.0,1130.0,295.0
NM,35031,454,155.0,299.0,0.6586,0.3103,0.4286,0.4138,1.38,1.33,87.0,7.0,58.0
PA,42103,1308,1128.0,180.0,0.1376,0.1235,0.1707,0.1571,1.38,1.27,907.0,82.0,140.0
VA,51171,720,630.0,90.0,0.125,0.1214,0.1667,0.1552,1.37,1.28,560.0,24.0,58.0
TX,48199,1435,755.0,680.0,0.4739,0.4723,0.6456,0.5676,1.37,1.2,1103.0,79.0,74.0
VA,51015,1109,880.0,229.0,0.2065,0.1905,0.2609,0.2821,1.37,1.48,903.0,23.0,39.0
KY,21093,2060,1670.0,390.0,0.1893,0.1963,0.2681,0.2118,1.37,1.08,1442.0,138.0,85.0
NY,36097,208,159.0,49.0,0.2356,0.2428,0.3333,0.3333,1.37,1.37,173.0,3.0,3.0
WA,53011,7073,6224.0,849.0,0.12,0.1134,0.1558,0.2146,1.37,1.89,4719.0,154.0,466.0
WA,53045,1239,1084.0,155.0,0.1251,0.1215,0.1667,0.2308,1.37,1.9,889.0,12.0,65.0
NM,35025,1018,655.0,363.0,0.3566,0.3245,0.44,0.3783,1.36,1.17,752.0,25.0,637.0
AL,01129,205,94.0,111.0,0.5415,0.472,0.641,0.375,1.36,0.79,125.0,39.0,8.0
LA,22009,443,295.0,148.0,0.3341,0.3058,0.4157,1.0,1.36,3.27,291.0,89.0,1.0
WA,53053,12994,11317.0,1677.0,0.1291,0.1192,0.1617,0.1773,1.36,1.49,7170.0,965.0,1032.0
MI,26023,588,435.0,153.0,0.2602,0.2452,0.3333,0.4603,1.36,1.88,473.0,12.0,63.0
NY,36083,1898,1644.0,254.0,0.1338,0.1301,0.1765,0.2059,1.36,1.58,1245.0,102.0,68.0
IN,18045,213,175.0,38.0,0.1784,0.1832,0.25,0.0,1.36,0.0,191.0,4.0,4.0
GA,13045,2018,1647.0,371.0,0.1838,0.1664,0.2265,0.125,1.36,0.75,1280.0,340.0,136.0
RI,44003,2659,2304.0,355.0,0.1335,0.1262,0.1714,0.1469,1.36,1.16,2092.0,105.0,177.0
VA,51683,516,460.0,56.0,0.1085,0.1023,0.1379,0.1694,1.35,1.66,264.0,58.0,124.0
TN,47105,1217,1037.0,180.0,0.1479,0.1477,0.2,0.194,1.35,1.31,1056.0,5.0,67.0
OK,40017,4112,3622.0,490.0,0.1192,0.1232,0.1667,0.1944,1.35,1.58,2508.0,204.0,391.0
TX,48139,5270,4160.0,1110.0,0.2106,0.1738,0.2355,0.3105,1.35,1.79,2664.0,1240.0,1108.0
PR,72127,2092,1596.0,496.0,0.2371,0.2233,0.3017,0.2249,1.35,1.01,1805.0,116.0,1930.0
NM,35043,3038,2580.0,458.0,0.1508,0.1243,0.1667,0.1907,1.34,1.53,2107.0,72.0,1049.0
TN,47063,979,812.0,167.0,0.1706,0.1623,0.2174,0.2118,1.34,1.31,795.0,23.0,85.0
OH,39133,2251,1855.0,396.0,0.1759,0.1688,0.2258,0.2857,1.34,1.69,1754.0,62.0,35.0
AR,05099,145,74.0,71.0,0.4897,0.4459,0.5957,0.5,1.34,1.12,74.0,47.0,8.0
KY,21075,55,36.0,19.0,0.3455,0.3721,0.5,0.0,1.34,0.0,43.0,4.0,3.0
CA,06031,1268,1079.0,189.0,0.1491,0.1464,0.1961,0.166,1.34,1.13,731.0,51.0,476.0
NC,37057,3616,3000.0,616.0,0.1704,0.1664,0.2225,0.1841,1.34,1.11,2548.0,364.0,277.0
NM,35017,295,230.0,65.0,0.2203,0.1861,0.25,0.3077,1.34,1.65,231.0,4.0,117.0
TX,48307,63,36.0,27.0,0.4286,0.3721,0.5,0.4286,1.34,1.15,43.0,2.0,14.0
UT,49005,1996,1724.0,272.0,0.1363,0.1257,0.1667,0.2895,1.33,2.3,1663.0,6.0,190.0
TX,48419,349,153.0,196.0,0.5616,0.5436,0.7222,0.6809,1.33,1.25,241.0,54.0,47.0
VA,51107,6211,5465.0,746.0,0.1201,0.1054,0.1398,0.1616,1.33,1.53,2665.0,329.0,427.0
GA,13145,537,473.0,64.0,0.1192,0.1117,0.1481,0.0,1.33,0.0,358.0,54.0,10.0
GA,13151,5147,3921.0,1226.0,0.2382,0.1846,0.2461,0.2909,1.33,1.58,894.0,2930.0,385.0
CA,06055,1061,907.0,154.0,0.1451,0.1405,0.1875,0.2762,1.33,1.97,598.0,16.0,210.0
FL,12089,2643,2211.0,432.0,0.1635,0.1577,0.2105,0.2237,1.33,1.42,2010.0,133.0,152.0
CO,08003,110,81.0,29.0,0.2636,0.253,0.3333,0.3448,1.32,1.36,83.0,3.0,29.0
CA,06013,11742,10088.0,1654.0,0.1409,0.1359,0.1791,0.1891,1.32,1.39,4600.0,536.0,1756.0
KY,21029,1764,1404.0,360.0,0.2041,0.1999,0.2647,0.2523,1.32,1.26,1446.0,68.0,107.0
NJ,34003,9019,7593.0,1426.0,0.1581,0.1517,0.2,0.2003,1.32,1.32,4720.0,340.0,1428.0
VA,51035,423,318.0,105.0,0.2482,0.2527,0.3333,0.2,1.32,0.79,372.0,3.0,10.0
NY,36071,4980,4133.0,847.0,0.1701,0.1498,0.1983,0.2096,1.32,1.4,3004.0,580.0,830.0
OH,39025,3546,2974.0,572.0,0.1613,0.1551,0.2051,0.2179,1.32,1.41,2927.0,78.0,78.0
CA,06073,27744,23343.0,4401.0,0.1586,0.1549,0.2049,0.2299,1.32,1.48,14227.0,732.0,4267.0
OK,40065,376,329.0,47.0,0.125,0.1268,0.1667,0.24,1.31,1.89,276.0,6.0,50.0
MO,29047,4232,3876.0,356.0,0.0841,0.0764,0.1,0.1579,1.31,2.07,2999.0,220.0,228.0
PR,72137,423,339.0,84.0,0.1986,0.1905,0.25,0.199,1.31,1.04,378.0,20.0,412.0
VA,51730,667,552.0,115.0,0.1724,0.1503,0.1967,0.1132,1.31,0.75,173.0,300.0,53.0
TX,48119,91,70.0,21.0,0.2308,0.2537,0.3333,0.2727,1.31,1.07,67.0,3.0,11.0
OR,41005,5348,4550.0,798.0,0.1492,0.1415,0.1855,0.3383,1.31,2.39,3781.0,124.0,334.0
FL,12051,1028,685.0,343.0,0.3337,0.2969,0.3902,0.3989,1.31,1.34,677.0,82.0,539.0
OK,40027,4455,3760.0,695.0,0.156,0.1641,0.2147,0.2157,1.31,1.32,2682.0,177.0,394.0
MS,28039,516,380.0,136.0,0.2636,0.2629,0.3448,0.2222,1.31,0.85,445.0,29.0,9.0
TX,48163,229,105.0,124.0,0.5415,0.5143,0.6667,0.5503,1.3,1.07,175.0,3.0,149.0
IN,18019,2439,2141.0,298.0,0.1222,0.1224,0.1587,0.1988,1.3,1.62,1912.0,126.0,161.0
FL,12049,240,154.0,86.0,0.3583,0.3429,0.4444,0.4713,1.3,1.37,175.0,9.0,87.0
NJ,34023,8704,7279.0,1425.0,0.1637,0.1645,0.2135,0.2142,1.3,1.3,3380.0,623.0,1279.0
FL,12081,10681,9130.0,1551.0,0.1452,0.1387,0.1799,0.1621,1.3,1.17,7744.0,467.0,1135.0
GA,13047,1146,937.0,209.0,0.1824,0.1792,0.2321,0.2321,1.3,1.3,893.0,56.0,56.0
TX,48029,33276,26930.0,6346.0,0.1907,0.1792,0.233,0.2284,1.3,1.27,20212.0,2485.0,14387.0
TX,48177,298,139.0,159.0,0.5336,0.5166,0.6667,0.6486,1.29,1.26,211.0,21.0,111.0
CA,06047,2367,2000.0,367.0,0.155,0.1523,0.1961,0.1584,1.29,1.04,1313.0,51.0,1244.0
TX,48473,2523,1894.0,629.0,0.2493,0.2109,0.2727,0.3671,1.29,1.74,1105.0,440.0,711.0
MO,29155,107,66.0,41.0,0.3832,0.3882,0.5,0.0,1.29,0.0,85.0,8.0,3.0
OR,41047,3880,3251.0,629.0,0.1621,0.1654,0.2118,0.2169,1.28,1.31,2842.0,85.0,793.0
CT,09011,3776,3268.0,508.0,0.1345,0.1281,0.1644,0.145,1.28,1.13,2709.0,219.0,331.0
AR,05093,421,321.0,100.0,0.2375,0.2158,0.2754,0.1429,1.28,0.66,292.0,69.0,21.0
GA,13025,381,230.0,151.0,0.3963,0.3918,0.5,0.3077,1.28,0.79,319.0,16.0,13.0
TX,48277,458,359.0,99.0,0.2162,0.2299,0.2941,0.2162,1.28,0.94,335.0,17.0,37.0
AL,01045,687,512.0,175.0,0.2547,0.2478,0.3171,0.2903,1.28,1.17,464.0,82.0,31.0
MS,28051,199,81.0,118.0,0.593,0.4878,0.6242,1.0,1.28,2.05,41.0,149.0,2.0
ME,23001,1558,1330.0,228.0,0.1463,0.1351,0.1724,0.1707,1.28,1.26,1110.0,145.0,41.0
KY,21033,178,139.0,39.0,0.2191,0.1948,0.25,,1.28,,154.0,4.0,0.0
KY,21015,2440,2035.0,405.0,0.166,0.1545,0.1979,0.3273,1.28,2.12,1870.0,96.0,110.0
OK,40051,1148,885.0,263.0,0.2291,0.2454,0.3143,0.1961,1.28,0.8,819.0,35.0,51.0
KY,21047,934,802.0,132.0,0.1413,0.1374,0.1744,0.0943,1.27,0.69,626.0,86.0,53.0
FL,12127,11830,9816.0,2014.0,0.1702,0.1617,0.2057,0.2145,1.27,1.33,8242.0,700.0,1897.0
TX,48181,3490,2771.0,719.0,0.206,0.2106,0.2685,0.3111,1.27,1.48,2360.0,149.0,360.0
TX,48027,7792,6610.0,1182.0,0.1517,0.1406,0.179,0.1873,1.27,1.33,3876.0,1279.0,1367.0
FL,12003,440,336.0,104.0,0.2364,0.2388,0.3043,0.1176,1.27,0.49,356.0,23.0,17.0
NJ,34017,5229,4329.0,900.0,0.1721,0.1642,0.2091,0.2656,1.27,1.62,2162.0,263.0,832.0
NC,37071,4694,3968.0,726.0,0.1547,0.1348,0.1715,0.2236,1.27,1.66,2782.0,799.0,501.0
OR,41053,1110,953.0,157.0,0.1414,0.131,0.1667,0.2596,1.27,1.98,817.0,24.0,104.0
VA,51770,1436,1220.0,216.0,0.1504,0.1537,0.1958,0.2353,1.27,1.53,833.0,189.0,136.0
VA,51520,289,242.0,47.0,0.1626,0.1579,0.2,0.2,1.27,1.27,228.0,10.0,5.0
TN,47121,261,158.0,103.0,0.3946,0.3924,0.5,0.75,1.27,1.91,237.0,2.0,4.0
FL,12105,20699,16282.0,4417.0,0.2134,0.2005,0.2528,0.2455,1.26,1.22,12080.0,2721.0,7048.0
ID,16005,1375,1203.0,172.0,0.1251,0.1132,0.1429,0.2027,1.26,1.79,1140.0,7.0,74.0
MI,26149,809,670.0,139.0,0.1718,0.1586,0.2,0.1622,1.26,1.02,681.0,5.0,37.0
TX,48317,137,87.0,50.0,0.365,0.32,0.4,0.5333,1.25,1.67,100.0,5.0,60.0
NC,37193,927,669.0,258.0,0.2783,0.2772,0.3462,0.3396,1.25,1.23,790.0,26.0,53.0
GA,13143,529,408.0,121.0,0.2287,0.2328,0.2917,0.3571,1.25,1.53,408.0,24.0,14.0
TX,48091,4741,4017.0,724.0,0.1527,0.145,0.181,0.2294,1.25,1.58,3365.0,116.0,885.0
LA,22011,698,462.0,236.0,0.3381,0.3627,0.4545,0.375,1.25,1.03,579.0,33.0,24.0
NM,35027,522,406.0,116.0,0.2222,0.2019,0.25,0.2857,1.24,1.41,411.0,4.0,112.0
TX,48381,2647,2267.0,380.0,0.1436,0.1198,0.1486,0.1978,1.24,1.65,1937.0,74.0,546.0
RI,44005,982,852.0,130.0,0.1324,0.1239,0.1538,0.4091,1.24,3.3,791.0,13.0,22.0
AR,05045,2399,1932.0,467.0,0.1947,0.2021,0.25,0.3905,1.24,1.93,1752.0,124.0,105.0
VA,51079,356,278.0,78.0,0.2191,0.2016,0.25,0.4815,1.24,2.39,243.0,20.0,27.0
SD,46083,1361,1241.0,120.0,0.0882,0.0771,0.0952,0.4091,1.24,5.31,1116.0,21.0,44.0
VA,51195,360,243.0,117.0,0.325,0.3214,0.4,0.6667,1.24,2.07,308.0,5.0,6.0
LA,22081,114,43.0,71.0,0.6228,0.5833,0.7193,1.0,1.23,1.71,48.0,57.0,1.0
WI,55141,860,770.0,90.0,0.1047,0.1014,0.125,0.2143,1.23,2.11,720.0,8.0,14.0
CA,06097,4126,3521.0,605.0,0.1466,0.1163,0.1429,0.2178,1.23,1.87,2589.0,35.0,574.0
MS,28003,439,314.0,125.0,0.2847,0.2842,0.35,0.4,1.23,1.41,380.0,20.0,5.0
FL,12101,16518,13887.0,2631.0,0.1593,0.1539,0.1894,0.1898,1.23,1.23,10213.0,1262.0,3167.0
CO,08087,440,378.0,62.0,0.1409,0.1353,0.1667,0.1926,1.23,1.42,340.0,6.0,135.0
GA,13079,168,116.0,52.0,0.3095,0.3025,0.3684,0.375,1.22,1.24,119.0,19.0,8.0
ID,16019,2151,1917.0,234.0,0.1088,0.1026,0.125,0.2123,1.22,2.07,1784.0,16.0,179.0
TX,48039,6923,5309.0,1614.0,0.2331,0.2197,0.2681,0.3333,1.22,1.52,3627.0,1175.0,1581.0
VA,51595,61,50.0,11.0,0.1803,0.1765,0.2143,0.5,1.21,2.83,17.0,28.0,4.0
PA,42001,1673,1402.0,271.0,0.162,0.1506,0.1818,0.3378,1.21,2.24,1401.0,22.0,74.0
PA,42063,976,777.0,199.0,0.2039,0.2068,0.25,0.4,1.21,1.93,798.0,12.0,5.0
OH,39071,522,430.0,92.0,0.1762,0.1652,0.2,0.3333,1.21,2.02,454.0,5.0,3.0
LA,22121,408,304.0,104.0,0.2549,0.2103,0.2545,0.5,1.21,2.38,195.0,165.0,10.0
MN,27059,719,665.0,54.0,0.0751,0.0752,0.0909,0.087,1.21,1.16,572.0,11.0,23.0
AL,01047,324,177.0,147.0,0.4537,0.4272,0.5145,0.375,1.2,0.88,103.0,173.0,8.0
AR,05091,631,426.0,205.0,0.3249,0.3311,0.3944,0.1111,1.19,0.34,438.0,71.0,18.0
VA,51069,1719,1494.0,225.0,0.1309,0.119,0.141,0.1964,1.19,1.65,1160.0,78.0,275.0
OH,39083,850,753.0,97.0,0.1141,0.105,0.125,0.0769,1.19,0.73,714.0,8.0,13.0
CA,06079,2436,2080.0,356.0,0.1461,0.1402,0.1667,0.2064,1.19,1.47,1605.0,12.0,218.0
PR,72005,178,131.0,47.0,0.264,0.2805,0.3333,0.2564,1.19,0.91,164.0,3.0,156.0
LA,22003,301,166.0,135.0,0.4485,0.4541,0.5349,0.6667,1.18,1.47,218.0,43.0,12.0
KY,21213,463,388.0,75.0,0.162,0.1698,0.2,0.3571,1.18,2.1,377.0,20.0,14.0
TX,48371,225,123.0,102.0,0.4533,0.4242,0.5,0.4533,1.18,1.07,165.0,2.0,150.0
CT,09013,1908,1661.0,247.0,0.1295,0.1231,0.1447,0.1481,1.18,1.2,1414.0,76.0,108.0
MA,25007,326,282.0,44.0,0.135,0.1474,0.1739,0.2222,1.18,1.51,190.0,46.0,9.0
NC,37027,1301,1104.0,197.0,0.1514,0.1454,0.1714,0.2273,1.18,1.56,1087.0,35.0,66.0
TX,48215,7493,5625.0,1868.0,0.2493,0.2433,0.287,0.2663,1.18,1.09,5893.0,108.0,5877.0
OK,40113,769,567.0,202.0,0.2627,0.2193,0.2593,0.25,1.18,1.14,415.0,27.0,28.0
PA,42075,1878,1564.0,314.0,0.1672,0.155,0.1818,0.1811,1.17,1.17,1419.0,33.0,243.0
IN,18167,1471,1263.0,208.0,0.1414,0.1492,0.1739,0.1071,1.17,0.72,1220.0,23.0,28.0
PA,42025,1186,1014.0,172.0,0.145,0.1429,0.1667,0.1707,1.17,1.2,910.0,24.0,82.0
MO,29001,285,234.0,51.0,0.1789,0.214,0.25,0.5,1.17,2.34,215.0,8.0,4.0
VA,51690,176,116.0,60.0,0.3409,0.3023,0.3542,0.5455,1.17,1.8,86.0,48.0,11.0
VA,51165,1202,987.0,215.0,0.1789,0.1763,0.2059,0.3233,1.17,1.83,919.0,34.0,133.0
OH,39089,2996,2595.0,401.0,0.1338,0.1287,0.1504,0.1591,1.17,1.24,2144.0,113.0,44.0
PR,72151,86,67.0,19.0,0.2209,0.2162,0.25,0.2099,1.16,0.97,74.0,8.0,81.0
WV,54079,895,680.0,215.0,0.2402,0.2464,0.2857,0.4444,1.16,1.8,771.0,7.0,9.0
SC,45087,358,213.0,145.0,0.405,0.3815,0.4444,0.4545,1.16,1.19,249.0,63.0,11.0
IA,19175,133,100.0,33.0,0.2481,0.2453,0.2857,0.4,1.16,1.63,106.0,7.0,5.0
WV,54011,1308,951.0,357.0,0.2729,0.2747,0.3182,0.44,1.16,1.6,1092.0,22.0,25.0
VA,51023,528,434.0,94.0,0.178,0.1722,0.2,0.25,1.16,1.45,418.0,10.0,4.0
WV,54055,646,475.0,171.0,0.2647,0.2736,0.3182,0.3333,1.16,1.22,530.0,22.0,9.0
KY,21157,460,333.0,127.0,0.2761,0.2893,0.3333,0.2941,1.15,1.02,401.0,3.0,17.0
AR,05125,2585,2034.0,551.0,0.2132,0.2088,0.24,0.3738,1.15,1.79,1863.0,250.0,107.0
OK,40111,638,442.0,196.0,0.3072,0.2818,0.3243,0.1818,1.15,0.65,362.0,37.0,22.0
KY,21133,255,109.0,146.0,0.5725,0.5787,0.6667,0.0,1.15,0.0,235.0,3.0,1.0
MI,26111,1149,1043.0,106.0,0.0923,0.0965,0.1111,0.1143,1.15,1.18,902.0,9.0,35.0
TX,48227,405,310.0,95.0,0.2346,0.231,0.2667,0.1845,1.15,0.8,303.0,15.0,103.0
WV,54037,1383,1258.0,125.0,0.0904,0.0955,0.1096,0.0569,1.15,0.6,942.0,73.0,123.0
TN,47073,902,644.0,258.0,0.286,0.289,0.3333,0.3636,1.15,1.26,775.0,9.0,22.0
KY,21027,366,256.0,110.0,0.3005,0.2899,0.3333,0.875,1.15,3.02,307.0,6.0,8.0
ME,23011,1984,1698.0,286.0,0.1442,0.1446,0.1667,0.0789,1.15,0.55,1577.0,24.0,38.0
VT,50025,471,387.0,84.0,0.1783,0.1742,0.2,0.5,1.15,2.87,333.0,5.0,10.0
WI,55131,1954,1784.0,170.0,0.087,0.0826,0.0952,0.1026,1.15,1.24,1586.0,21.0,39.0
OR,41039,4282,3655.0,627.0,0.1464,0.142,0.1613,0.25,1.14,1.76,3282.0,31.0,252.0
CA,06101,818,684.0,134.0,0.1638,0.1528,0.1739,0.1783,1.14,1.17,445.0,23.0,157.0
FL,12097,12105,9511.0,2594.0,0.2143,0.2046,0.2335,0.2423,1.14,1.18,6832.0,1032.0,5753.0
HI,15001,2047,1678.0,369.0,0.1803,0.1476,0.1667,0.2333,1.13,1.58,840.0,24.0,90.0
TN,47187,4735,4171.0,564.0,0.1191,0.1126,0.1277,0.1556,1.13,1.38,3418.0,94.0,135.0
UT,49057,5439,4541.0,898.0,0.1651,0.1575,0.1786,0.2808,1.13,1.78,4394.0,56.0,730.0
IL,17117,688,583.0,105.0,0.1526,0.1476,0.1667,0.6,1.13,4.06,630.0,6.0,5.0
KS,20169,387,343.0,44.0,0.1137,0.0987,0.1111,0.0556,1.13,0.56,304.0,9.0,36.0
PR,72119,321,271.0,50.0,0.1558,0.1423,0.1613,0.1503,1.13,1.06,260.0,31.0,286.0
LA,22035,69,19.0,50.0,0.7246,0.6923,0.7838,,1.13,,26.0,37.0,0.0
PR,72087,116,95.0,21.0,0.181,0.186,0.2105,0.1682,1.13,0.9,86.0,19.0,107.0
NY,36013,1327,1113.0,214.0,0.1613,0.1476,0.1667,0.2361,1.13,1.6,1118.0,18.0,72.0
GA,13317,113,87.0,26.0,0.2301,0.2286,0.2593,0.2,1.13,0.88,70.0,27.0,5.0
PR,72063,355,304.0,51.0,0.1437,0.1423,0.16,0.1453,1.12,1.02,260.0,25.0,351.0
MI,26147,2538,2099.0,439.0,0.173,0.1644,0.1842,0.1944,1.12,1.18,2105.0,38.0,36.0
GA,13183,762,660.0,102.0,0.1339,0.1416,0.1582,0.1515,1.12,1.07,346.0,177.0,66.0
GA,13313,1206,964.0,242.0,0.2007,0.2061,0.2308,0.2075,1.12,1.01,946.0,26.0,347.0
OH,39101,884,748.0,136.0,0.1538,0.1499,0.1667,0.3158,1.11,2.11,747.0,24.0,19.0
NH,33017,1622,1401.0,221.0,0.1363,0.1391,0.1538,0.1842,1.11,1.32,1280.0,13.0,38.0
TX,48361,1476,1021.0,455.0,0.3083,0.3093,0.3433,0.4101,1.11,1.33,1135.0,67.0,139.0
OH,39161,315,244.0,71.0,0.2254,0.2261,0.25,0.3043,1.11,1.35,261.0,4.0,23.0
TN,47177,718,571.0,147.0,0.2047,0.2111,0.2353,0.2,1.11,0.95,611.0,17.0,40.0
AR,05059,619,366.0,253.0,0.4087,0.4206,0.4688,0.2308,1.11,0.55,504.0,32.0,13.0
GA,13115,1558,1277.0,281.0,0.1804,0.1839,0.2017,0.2294,1.1,1.25,1093.0,119.0,109.0
ME,23003,767,631.0,136.0,0.1773,0.1811,0.2,0.4,1.1,2.21,668.0,5.0,15.0
RI,44009,1818,1576.0,242.0,0.1331,0.1295,0.1429,0.129,1.1,1.0,1506.0,14.0,31.0
CO,08001,10382,8259.0,2123.0,0.2045,0.1888,0.2086,0.3349,1.1,1.77,6685.0,374.0,3455.0
NY,36051,687,559.0,128.0,0.1863,0.1824,0.2,0.4667,1.1,2.56,603.0,5.0,15.0
TX,48475,230,110.0,120.0,0.5217,0.5056,0.5556,0.5896,1.1,1.17,178.0,9.0,134.0
