facility_name,facility_name_norm,state,county,facility_type,severity_score,total_penalties,total_donated,donation_count,unique_donors,unique_committees,years_active
DOUGLAS BIBLE CHURCH,DOUGLAS BIBLE CHURCH,WI,,water_system,0.0,0.0,850.0,10,2,3,"2015,2022"
MANCHESTER UMC,MANCHESTER UMC,OH,,water_system,15.0,0.0,850.0,3,2,3,"2015,2018"
FURST-MCNESS CO,FURST MCNESS,NC,IREDELL,industrial,5.0,0.0,850.0,4,3,3,"2015,2019,2020"
FRENCH SETTLEMENT POST OFFICE,FRENCH SETTLEMENT POST OFFICE,LA,LIVINGSTON,industrial,10.0,0.0,850.0,4,1,4,"2015,2018,2020"
TRELLEBORG OFFSHORE US WEST HARDY ROAD,TRELLEBORG OFFSHORE US WEST HARDY ROAD,TX,,water_system,0.0,0.0,850.0,18,4,3,"2015,2017,2018,2019"
HARMONY GROVE WATER ASSOC,HARMONY GROVE WATER ASSOC,AR,OUACHITA,water_system,20.0,0.0,850.0,5,2,2,"2015,2016,2024"
CUDD PUMPING SERVICES SNYDER,CUDD PUMPING SERVICES SNYDER,TX,SCURRY,industrial,10.0,0.0,850.0,50,3,4,"2015,2023,2024"
RICHMOND COUNTY SCHOOL SYSTEM TRANSPORTATION DEPARTMENT,RICHMOND COUNTY SCHOOL SYSTEM TRANSPORTATION DEPARTMENT,GA,RICHMOND COUNTY,industrial,25.0,0.0,850.0,6,2,2,"2015,2016,2018"
ANDERSON CLAYTON CORP,ANDERSON CLAYTON,AZ,MARICOPA,industrial,5.0,0.0,850.0,4,2,2,"2015,2018"
LANDSTONE CONSTRUCTION OFFICE WTP,LANDSTONE CONSTRUCTION OFFICE WTP,,,industrial,10.0,0.0,850.0,3,2,3,"2015,2016"
EAGLECREST SKI AREA,EAGLECREST SKI AREA,AK,,water_system,15.0,0.0,850.0,4,2,3,"2015,2018"
BLOOMINGTON DEPARTMENT OF PARKS AND RECREATION,BLOOMINGTON DEPARTMENT OF PARKS AND RECREATION,IL,MCLEAN,industrial,15.0,0.0,850.0,4,1,3,"2016,2020"
HUNTSVILLE-MADISON CO AIRPORT AUTHORITY,HUNTSVILLE MADISON AIRPORT AUTHORITY,AL,MADISON,industrial,10.0,0.0,850.0,4,2,1,"2016,2017,2024"
EVAN'S DELI,EVAN S DELI,CT,,water_system,20.0,0.0,850.0,1,1,1,2016
STAR VIEW ESTATES,STAR VIEW ESTATES,WY,LINCOLN,water_system,20.0,0.0,850.0,3,2,1,2016
KENNEDY MIDDLE SCHOOL,KENNEDY MIDDLE SCHOOL,WI,,water_system,0.0,0.0,850.0,3,2,2,"2016,2022"
VALLEY FREIGHTLINER,VALLEY FREIGHTLINER,WA,SKAGIT,industrial,25.0,0.0,850.0,2,1,1,2016
PETRO ENV TECH INC PETRO CELL NO 5,PETRO ENV TECH PETRO CELL NO 5,OH,MEDINA COUNTY,industrial,10.0,0.0,850.0,2,2,2,2016
"SCOTT EQUIPMENT CO., LLC (BATON ROUGE CE)",SCOTT EQUIPMENT BATON ROUGE CE,LA,EAST BATON ROUGE,industrial,20.0,0.0,850.0,6,2,3,"2016,2024"
G&S SCRAP METAL LLC,G S SCRAP METAL,CT,HARTFORD,industrial,20.0,0.0,850.0,3,1,1,2016
COLLINS WATER ASSOCIATION,COLLINS WATER ASSOCIATION,AR,DREW,water_system,35.0,0.0,850.0,8,2,2,"2016,2020"
SANDYSTON CONSTRUCTION MILFORD OFFICE,SANDYSTON CONSTRUCTION MILFORD OFFICE,PA,PIKE,industrial,10.0,0.0,850.0,4,1,2,"2016,2017,2019"
RISE & SHINE MARKET PLACE,RISE SHINE MARKET PLACE,,,industrial,15.0,0.0,850.0,2,1,2,2016
SUMMIT PROPERTIES COLORADO LLC,SUMMIT PROPERTIES COLORADO,CO,,water_system,20.0,0.0,850.0,5,2,3,"2016,2020"
COUNTRY LIVING RV PARK,COUNTRY LIVING RV PARK,TX,,water_system,0.0,0.0,850.0,5,2,3,"2016,2017,2018,2020"
LAKEVIEW RESIDENTIAL CARE WWTF,LAKEVIEW RESIDENTIAL CARE WWTF,MO,WAYNE,industrial,20.0,0.0,850.0,4,2,3,"2016,2017,2020"
GULF CRAFT,GULF CRAFT,LA,ST. MARY,industrial,15.0,0.0,850.0,4,1,2,"2016,2021"
"GOODWILL INDUSTRIES OF SAN FRANCISCO, SAN MATEO AND MARIN COUNTIES",GOODWILL INDUSTRIES OF SAN FRANCISCO SAN MATEO AND MARIN COUNTIES,CA,SAN FRANCISCO,industrial,10.0,0.0,850.0,4,2,3,"2016,2019,2020"
INGERSOLL-RAND CO-MOCKSVILLE OPERATIONS,INGERSOLL RAND MOCKSVILLE OPERATIONS,NC,DAVIE,industrial,10.0,0.0,850.0,19,3,3,"2016,2017,2018,2019"
COUNTRY CLUB HILLS,COUNTRY CLUB HILLS,IL,,water_system,0.0,0.0,850.0,4,2,2,"2017,2018,2021"
LAZY B GUEST RANCH,LAZY B GUEST RANCH,NV,,water_system,0.0,0.0,850.0,8,2,4,"2017,2022,2024"
CENTERVILLE GRADE SCHOOL,CENTERVILLE GRADE SCHOOL,WA,,water_system,0.0,0.0,850.0,4,2,1,"2017,2020,2021"
NORTHWOOD TOWN HALL,NORTHWOOD TOWN HALL,NH,ROCKINGHAM,water_system,25.0,0.0,850.0,7,2,1,"2017,2018,2019,2020"
"M&A SAFETY, LLC",M A SAFETY,LA,TERREBONNE,industrial,15.0,0.0,850.0,11,3,4,"2017,2020,2021,2024"
SEVENTH WARD ELEMENTARY SCHOOL W S,SEVENTH WARD ELEMENTARY SCHOOL W S,LA,,water_system,0.0,0.0,850.0,5,2,2,"2017,2020"
BURNT RANCH SCHOOL-WELL 01 - TREATED                   XCLD,BURNT RANCH SCHOOL WELL 01 TREATED XCLD,CA,TRINITY,industrial,20.0,0.0,850.0,4,1,1,"2017,2022,2024"
Z - GLENBEIGH HEALTH SOURCES,Z GLENBEIGH HEALTH SOURCES,OH,,water_system,0.0,0.0,850.0,3,2,2,"2017,2018"
OAK HARBOR CLEAN WATER FACILITY,OAK HARBOR CLEAN WATER FACILITY,WA,ISLAND,industrial,25.0,0.0,850.0,9,2,2,"2017,2022,2024"
PORT OF WILMINGTON,PORT OF WILMINGTON,NC,NEW HANOVER,water_system,10.0,0.0,850.0,2,2,2,"2017,2022"
MILFORD MEDICAL,MILFORD MEDICAL,MI,,water_system,0.0,0.0,850.0,3,2,2,"2017,2018,2023"
POET BIOREFINING - LAKE CRYSTAL LLC,POET BIOREFINING LAKE CRYSTAL,MN,BLUE EARTH,industrial,15.0,0.0,850.0,45,7,1,"2017,2018,2019"
KNIGHTS OF COLUMBUS COUNCIL #5220,KNIGHTS OF COLUMBUS COUNCIL 5220,KY,CAMPBELL,industrial,15.0,0.0,850.0,4,4,4,"2018,2019,2020"
JB MARTIN CO INC,JB MARTIN,SC,LEXINGTON,industrial,5.0,0.0,850.0,2,2,2,"2018,2020"
"PRIMARY CARE PRACTICE, P.C.",PRIMARY CARE PRACTICE P C,,,industrial,10.0,0.0,850.0,4,2,3,"2018,2022"
TREVOR WILMOT CONSOLIDATED SCHOOL ADDITION,TREVOR WILMOT CONSOLIDATED SCHOOL ADDITION,WI,,water_system,0.0,0.0,850.0,16,1,2,2018
VANDERBILT UNIVERSITY WARREN CENTER FOR NEUROSCIENCE DRUG DISCOVERY,VANDERBILT UNIVERSITY WARREN CENTER FOR NEUROSCIENCE DRUG DISCOVERY,TN,WILLIAMSON,industrial,10.0,0.0,850.0,7,3,3,"2018,2019,2020,2021"
"SEA RANCH WATER COMPANY,THE (PUC)",SEA RANCH WATER COMPANY THE PUC,CA,SONOMA,water_system,30.0,0.0,850.0,2,2,2,"2018,2020"
W PACKAGING LLC,W PACKAGING,CA,SAN BERNARDINO COUNTY,industrial,10.0,0.0,850.0,9,5,4,"2018,2019,2020,2023"
MCGEE GUEST HOME,MCGEE GUEST HOME,WA,,water_system,0.0,0.0,850.0,3,2,1,"2018,2021"
THUNDERBIRD CLUB,THUNDERBIRD CLUB,,,industrial,25.0,0.0,850.0,13,1,2,2018
PREFERRED SANDS OF ATASCOSA,PREFERRED SANDS OF ATASCOSA,TX,ATASCOSA,industrial,10.0,0.0,850.0,7,4,5,"2018,2019,2020"
COOK CANYON RANCH,COOK CANYON RANCH,NM,,water_system,0.0,0.0,850.0,4,2,3,"2018,2020"
LINEAGE LOGISTICS COUNTY LINE RD,LINEAGE LOGISTICS COUNTY LINE RD,FL,,industrial,10.0,0.0,850.0,15,2,1,"2020,2021"
KY UTILITIES CO - BROWN STATION,KY UTILITIES BROWN STATION,KY,MERCER,industrial,10.0,0.0,850.0,9,1,2,2020
"S AND B INDUSTRIAL MINERALS NORTH AMERICA, ABERDEEN FACILITY",S AND B INDUSTRIAL MINERALS NORTH AMERICA ABERDEEN FACILITY,MS,MONROE,industrial,10.0,0.0,850.0,5,1,2,2020
APG MID-ATLANTIC - WINCHESTER,APG MID ATLANTIC WINCHESTER,VA,FREDERICK COUNTY,industrial,10.0,0.0,850.0,16,1,2,2020
JET MACHINE WORKS,JET MACHINE WORKS,TX,HARRIS,water_system,25.0,0.0,850.0,4,3,4,"2020,2022,2024"
FREDERICK AND JANE KOCH,FREDERICK AND JANE KOCH,PA,SOMERSET,industrial,10.0,0.0,850.0,7,1,1,2020
ST. LAWRENCE SEAWAY - MAINTENANCE,ST LAWRENCE SEAWAY MAINTENANCE,NY,,water_system,0.0,0.0,850.0,4,2,2,"2019,2020,2023"
MOOSE MOUNTAIN,MOOSE MOUNTAIN,AK,,water_system,15.0,0.0,850.0,7,1,2,"2019,2020"
FOREST GARDEN SUBDIVISION,FOREST GARDEN SUBDIVISION,UT,GARFIELD,water_system,25.0,0.0,850.0,9,1,1,"2019,2020"
REDWOOD YOUTH ACADEMY/UNION JUVENILE FAC,REDWOOD YOUTH ACADEMY UNION JUVENILE FAC,FL,UNION,water_system,25.0,0.0,850.0,15,2,3,"2020,2021"
ANTOLIN SHELBY,ANTOLIN SHELBY,MI,MACOMB,industrial,25.0,0.0,850.0,56,2,4,"2020,2021,2024"
CAMP SUN & FUN,CAMP SUN FUN,NJ,,water_system,15.0,0.0,850.0,3,2,2,2020
CHURCH OF GOD OF PROPHECY,CHURCH OF GOD OF PROPHECY,NC,CUMBERLAND,industrial,15.0,0.0,850.0,9,4,4,"2020,2021,2024"
L&B KITCHEN BATH,L B KITCHEN BATH,LA,JEFFERSON,industrial,20.0,0.0,850.0,2,2,2,"2019,2024"
TOMS MARKET,TOMS MARKET,MI,,water_system,0.0,0.0,850.0,11,2,2,"2020,2021"
CAMP SOMERSET FOR GIRLS,CAMP SOMERSET FOR GIRLS,,,industrial,15.0,0.0,850.0,4,2,4,"2019,2020,2024"
PINE NEEDLE LANE TRAILER PARK,PINE NEEDLE LANE TRAILER PARK,GA,,water_system,0.0,0.0,850.0,3,3,3,"2020,2022,2023"
DAVIS FROST INC,DAVIS FROST,MN,HENNEPIN,industrial,10.0,0.0,850.0,31,1,2,"2020,2021,2022,2024"
OAK HOLLOW WWTP,OAK HOLLOW WWTP,TX,MATAGORDA,industrial,20.0,0.0,850.0,2,2,2,"2020,2023"
UNION-WILLIAMS PSD,UNION WILLIAMS PSD,WV,WOOD,industrial,30.0,7860.0,850.0,3,1,2,"2019,2024"
GRANITE SPRINGS WATER CO,GRANITE SPRINGS WATER,ND,,water_system,15.0,0.0,850.0,10,1,1,"2021,2022"
USDA ARS LA SUGARCANE RES UNIT USDA ARS ARDOYNE,USDA ARS LA SUGARCANE RES UNIT USDA ARS ARDOYNE,LA,TERREBONNE,industrial,15.0,0.0,850.0,16,1,1,"2021,2022"
SKYLINE SCHOOL,SKYLINE SCHOOL,KS,PRATT,water_system,30.0,0.0,850.0,4,1,1,2022
CROSSROADS 44 MUSIC AND SPORTS BAR,CROSSROADS 44 MUSIC AND SPORTS BAR,FL,,water_system,0.0,0.0,850.0,5,1,2,"2021,2022"
APEX COLLISION CENTER,APEX COLLISION CENTER,VA,CAMPBELL,industrial,10.0,0.0,850.0,11,1,2,2021
H J WIEMER VINEYARDS,H J WIEMER VINEYARDS,NY,,water_system,0.0,0.0,850.0,9,1,5,"2022,2024"
CURALEAF MOUNT DORA,CURALEAF MOUNT DORA,FL,,water_system,15.0,0.0,850.0,8,2,3,"2021,2022,2024"
MOUNTAIN LAKES WATER DISTRICT,MOUNTAIN LAKES WATER DISTRICT,NH,,water_system,15.0,0.0,850.0,4,2,2,"2021,2024"
FREEDOM WOOD FINISHING,FREEDOM WOOD FINISHING,CA,SAN BERNARDINO COUNTY,industrial,10.0,0.0,850.0,3,1,1,2022
HARBORSIDE MARINA BOAT SLIPS,HARBORSIDE MARINA BOAT SLIPS,IL,,water_system,0.0,0.0,850.0,6,1,3,"2022,2023"
U S POSTAL SERVICE GREEN BAY,U S POSTAL SERVICE GREEN BAY,WI,BROWN,industrial,15.0,0.0,850.0,3,1,2,2024
"BECKWITH LUMBER COMPANY, INC. - SLATY FORK",BECKWITH LUMBER COMPANY SLATY FORK,WV,POCAHONTAS,industrial,20.0,0.0,850.0,9,1,3,"2023,2024"
US NAVAL BASE SAN DIEGO,US NAVAL BASE SAN DIEGO,CA,SAN DIEGO,industrial,10.0,0.0,850.0,2,1,1,"2023,2024"
CARRIAGE PA HOLDING DBA GREEN EARTH CREMATION/DOWNINGTOWN,CARRIAGE HOLDING GREEN EARTH CREMATION DOWNINGTOWN,PA,CHESTER,industrial,20.0,7500.0,850.0,3,2,1,2023
SHADED LANE ESTATES-PLANT - VALLEY PS - CR 606A / FM 529,SHADED LANE ESTATES PLANT VALLEY PS CR 606A FM 529,TX,JOHNSON,industrial,15.0,0.0,850.0,4,1,1,"2023,2024"
LAUREL WOOD BAPTIST CHURCH,LAUREL WOOD BAPTIST CHURCH,NC,,water_system,0.0,0.0,850.0,3,1,2,2024
R.O. RANCH EQUESTRIAN PARK-RO RANCH,R O RANCH EQUESTRIAN PARK RO RANCH,TX,LAFAYETTE,industrial,10.0,0.0,850.0,1,1,1,2023
SPOTTED HORSE RANCH,SPOTTED HORSE RANCH,WY,,water_system,0.0,0.0,849.0,4,2,2,"2016,2020"
WESLEY CHAPEL UMC,WESLEY CHAPEL UMC,NC,ROCKINGHAM,both,10.0,0.0,849.0,18,6,7,"2016,2020,2022,2023,2024"
LABORATORY SERVICE TEXAS CITY LAB,LABORATORY SERVICE TEXAS CITY LAB,TX,GALVESTON,industrial,10.0,0.0,849.0,24,2,4,"2019,2020,2022,2024"
HALE PERFORMANCE COATINGS,HALE PERFORMANCE COATINGS,OH,LUCAS,industrial,15.0,0.0,849.0,7,1,2,"2020,2023,2024"
DYNAX AMERICA CORPORATION,DYNAX AMERICA,VA,ROANOKE COUNTY,industrial,25.0,0.0,848.0,15,3,4,"2015,2016,2020,2024"
COMMERCIAL SPECIALTY TRUCK HOLDINGS LLC,COMMERCIAL SPECIALTY TRUCK HOLDINGS,KY,HARRISON,industrial,30.0,4000.0,848.0,9,1,4,"2018,2022,2024"
GRAINGER COUNTY INDUSTRIAL PARK STP,GRAINGER COUNTY INDUSTRIAL PARK STP,TN,GRAINGER,industrial,10.0,0.0,848.0,30,4,4,"2019,2020,2023"
HIDDEN VILLAGE RV PARK-PLANT - LAKEWOOD DR,HIDDEN VILLAGE RV PARK PLANT LAKEWOOD DR,TX,CAMP,industrial,20.0,0.0,848.0,13,1,2,2024
HEARTLAND MONTESSORI SCHOOL,HEARTLAND MONTESSORI SCHOOL,WI,,water_system,0.0,0.0,847.0,63,2,3,"2018,2020,2022,2024"
SPRING HILL SCHOOL,SPRING HILL SCHOOL,VT,,water_system,15.0,0.0,847.0,29,2,3,"2020,2021,2024"
TRI COUNTY TRUCKING AND EXC INC,TRI COUNTY TRUCKING AND EXC,MO,GASCONADE,industrial,10.0,0.0,847.0,6,1,2,2020
RIDGELINE MIDDLE SCHOOL AND YELM HIGH SCHOOL,RIDGELINE MIDDLE SCHOOL AND YELM HIGH SCHOOL,WA,THURSTON COUNTY,industrial,10.0,0.0,846.0,38,3,4,"2016,2020,2024"
U OF I-CHAMPAIGN,U OF I CHAMPAIGN,IL,CHAMPAIGN,water_system,10.0,0.0,846.0,9,2,3,"2019,2020,2024"
OAK CREEK ELEMENTARY SCHOOL-TP001 - CL2,OAK CREEK ELEMENTARY SCHOOL TP001 CL2,AZ,YAVAPAI,industrial,20.0,0.0,845.0,37,1,3,"2015,2016,2020"
"PERFORMANCE COMPOSITES, INC",PERFORMANCE COMPOSITES,CA,LOS ANGELES,industrial,30.0,0.0,845.0,15,2,3,"2016,2021,2022"
"EUROFINS CALSCIENCE, INC.",EUROFINS CALSCIENCE,CA,ORANGE,industrial,15.0,0.0,845.0,30,1,3,"2016,2020,2021,2022"
NOVACARE REHABILITATION,NOVACARE REHABILITATION,MD,ST. MARYS,industrial,10.0,0.0,845.0,12,3,3,"2016,2020"
VILLAGE TAVERN,VILLAGE TAVERN,PA,ERIE,both,35.0,0.0,845.0,45,3,3,"2017,2024"
STORER TRANSPORTATION,STORER TRANSPORTATION,CA,STANISLAUS,water_system,40.0,0.0,845.0,32,3,4,"2017,2020,2021,2022,2023,2024"
CAMP MEISENBACH CIRCLE TEN COUNCIL,CAMP MEISENBACH CIRCLE TEN COUNCIL,TX,HENDERSON,water_system,20.0,0.0,845.0,5,1,3,"2018,2020"
NAPA AUTO PARTS GENUINE PARTS,NAPA AUTO PARTS GENUINE PARTS,NY,ONONDAGA,industrial,10.0,0.0,845.0,6,3,3,"2018,2021,2024"
PAPER CONVERTING MACHINE CO,PAPER CONVERTING MACHINE,WI,BROWN,industrial,10.0,0.0,845.0,26,3,4,"2018,2019,2020,2023,2024"
SIMPLY SCRUMPTIOUS,SIMPLY SCRUMPTIOUS,MI,,water_system,0.0,0.0,845.0,13,1,1,2020
LEBANON WATER DEPT,LEBANON WATER DEPT,NH,GRAFTON,water_system,25.0,0.0,845.0,15,2,2,"2019,2020"
SD SOYBEAN PROCESSORS - MILLER FACILITY,SD SOYBEAN PROCESSORS MILLER FACILITY,SD,HAND,industrial,10.0,0.0,845.0,5,3,3,"2021,2024"
VALLEY BAPTIST TABERNACLE,VALLEY BAPTIST TABERNACLE,AK,,water_system,0.0,0.0,845.0,4,1,1,2024
CHATHAM TOWN - SEWAGE TREATMEN,CHATHAM TOWN SEWAGE TREATMEN,VA,PITTSYLVANIA,industrial,15.0,0.0,843.0,23,6,5,"2017,2018,2019,2020,2024"
NACHURS ALPINE SOLUTIONS,NACHURS ALPINE SOLUTIONS,OH,MARION,industrial,5.0,0.0,843.0,6,3,3,"2018,2024"
BOOT HILL RANCH CAMPGROUND,BOOT HILL RANCH CAMPGROUND,MI,,water_system,15.0,0.0,843.0,10,4,4,"2018,2019,2024"
BETHEL PRESBYTERIAN CHURCH,BETHEL PRESBYTERIAN CHURCH,IN,,water_system,0.0,0.0,843.0,3,2,3,2024
CAMP MERRY HEART,CAMP MERRY HEART,NJ,,water_system,0.0,0.0,842.0,16,4,5,"2016,2020,2024"
BLUE RIDGE MOTEL & RESTAURANT,BLUE RIDGE MOTEL RESTAURANT,VA,,water_system,0.0,0.0,842.0,5,3,2,"2016,2018,2020"
JBMDL - COMBINED ARMS FACILITY CACTF 59E,JBMDL COMBINED ARMS FACILITY CACTF 59E,NJ,,water_system,0.0,0.0,842.0,22,2,5,"2018,2020,2021,2024"
DELRAN TWP SEWER UTILITY DEPT,DELRAN TWP SEWER UTILITY DEPT,NJ,BURLINGTON,industrial,25.0,0.0,842.0,10,3,2,"2018,2020,2024"
SHANI AUTO FUEL INC SERVICE STATION,SHANI AUTO FUEL SERVICE STATION,NJ,GLOUCESTER,industrial,15.0,0.0,842.0,13,3,3,"2019,2020"
TOM BOWMAN TRUCKING,TOM BOWMAN TRUCKING,PA,COLUMBIA,water_system,15.0,0.0,842.0,42,2,4,"2020,2024"
ANTHONY ELEMENTARY SCHOOL,ANTHONY ELEMENTARY SCHOOL,FL,MARION,water_system,20.0,0.0,842.0,18,3,4,"2020,2021,2022,2023"
SPECIAL-LITE-DECATUR,SPECIAL LITE DECATUR,MI,VAN BUREN COUNTY,industrial,15.0,0.0,842.0,32,4,6,"2020,2024"
BELLE CHASSE WATER DISTRICT,BELLE CHASSE WATER DISTRICT,LA,,water_system,0.0,0.0,842.0,6,2,3,"2020,2021"
CAMP CHRISTIAN INC,CAMP CHRISTIAN,PA,,water_system,15.0,0.0,841.0,13,2,3,"2015,2016,2024"
SCHOONOVER FEDERAL UNITS PODS 1 & 2,SCHOONOVER FEDERAL UNITS PODS 1 2,WY,ALBANY,industrial,15.0,0.0,841.0,28,2,2,2020
EXXONMOBIL LUBRICANTS & PETROCHEMICAL SPECIALTIES CO,EXXONMOBIL LUBRICANTS PETROCHEMICAL SPECIALTIES,CA,LOS ANGELES,industrial,15.0,0.0,840.0,21,2,1,"2015,2016,2017"
CEDAR LODGE NURSING HOME,CEDAR LODGE NURSING HOME,NY,SUFFOLK,industrial,10.0,0.0,840.0,10,9,2,"2015,2016"
BREWERY OMMEGANG,BREWERY OMMEGANG,NY,OTSEGO,water_system,15.0,0.0,840.0,1,1,1,2016
MEMORIAL HOSPITAL OF SALEM COUNTY,MEMORIAL HOSPITAL OF SALEM COUNTY,NJ,SALEM,industrial,20.0,3375.0,840.0,11,4,5,"2016,2017,2018,2020"
UNITED REFORMED CHURCH,UNITED REFORMED CHURCH,NJ,SOMERSET,industrial,20.0,200.0,840.0,24,2,4,"2016,2017"
DOWELS PINS & SHAFTS INC,DOWELS PINS SHAFTS,FL,PINELLAS,industrial,30.0,13260.0,840.0,5,4,4,"2016,2023,2024"
BOULDER CREEK GOLF CLUB PWS,BOULDER CREEK GOLF CLUB PWS,OH,PORTAGE,water_system,15.0,0.0,840.0,9,3,2,"2016,2020"
AMERICAN VALVE & HYDRANT MANUFACTURING CO,AMERICAN VALVE HYDRANT MANUFACTURING,TX,JEFFERSON,industrial,15.0,0.0,840.0,28,2,2,"2016,2020"
SMYRNA UNITED CHURCH OF CHRIST,SMYRNA UNITED CHURCH OF CHRIST,OR,,water_system,0.0,0.0,840.0,7,1,3,"2017,2022"
MIDLAND WATER ASSOCIATION,MIDLAND WATER ASSOCIATION,OR,COLUMBIA,water_system,55.0,0.0,840.0,22,2,3,"2018,2022"
BEST CHAIRS INC COUNTY LINE DIV,BEST CHAIRS COUNTY LINE DIV,IN,PERRY,industrial,15.0,0.0,840.0,16,3,4,"2020,2021,2022"
KENT TOWNE MARKET (CONNECTED TO 0170019),KENT TOWNE MARKET CONNECTED TO 0170019,MD,,water_system,0.0,0.0,840.0,6,1,2,2020
PRAIRIE HOMES APARTMENTS,PRAIRIE HOMES APARTMENTS,WA,CLARK COUNTY,industrial,10.0,0.0,840.0,24,1,2,"2019,2020,2021"
SAUNDERS MINE MINERAL SEPARATION PLANT,SAUNDERS MINE MINERAL SEPARATION PLANT,GA,CHARLTON COUNTY,industrial,10.0,0.0,840.0,8,1,2,"2019,2022"
S D WARREN CO,S D WARREN,MI,MUSKEGON,industrial,15.0,0.0,840.0,41,3,3,"2019,2020,2022,2023"
BLUE MOUND,BLUE MOUND,IL,,water_system,20.0,0.0,840.0,4,3,3,"2020,2022,2023"
YONAH MOUNTAIN VINEYARDS,YONAH MOUNTAIN VINEYARDS,,,industrial,20.0,0.0,840.0,2,1,2,2020
BOURBON AT THE MILL,BOURBON AT THE MILL,PA,,water_system,15.0,0.0,840.0,1,1,1,2024
SCHMIDT CONST CO,SCHMIDT CONST,CO,DOUGLAS,industrial,10.0,0.0,840.0,1,1,1,2024
U.S. AIR FORCE PATRICK AFB FL,U S AIR FORCE PATRICK AFB FL,FL,BREVARD,industrial,15.0,0.0,839.0,12,4,5,"2015,2018,2020,2024"
PEABODY WATER DEPT.,PEABODY WATER DEPT,MA,,water_system,15.0,0.0,839.0,25,1,3,"2016,2020"
TDCJ ID CHASE ALBERTI UNIT,TDCJ ID CHASE ALBERTI UNIT,TX,BEE,industrial,20.0,0.0,839.0,11,4,5,"2019,2020,2021,2022,2024"
CHRIST THE KING LUTHERAN PRESCHOOL,CHRIST THE KING LUTHERAN PRESCHOOL,FL,,water_system,0.0,0.0,838.0,24,5,5,"2016,2019,2020,2024"
PCPWSD NO. 2 - COLLEGE HILLS EAST WWTP,PCPWSD NO 2 COLLEGE HILLS EAST WWTP,MO,PHELPS,industrial,15.0,0.0,838.0,9,3,3,"2018,2020,2024"
MARIA'S PIZZA,MARIA S PIZZA,,,industrial,10.0,0.0,838.0,26,3,2,"2019,2020"
MS EXPRESS 704,MS EXPRESS 704,TX,HARRIS,water_system,20.0,0.0,838.0,12,2,3,"2020,2022"
YCL CAMP/MINISTRY CENTER,YCL CAMP MINISTRY CENTER,IN,KOSCIUSKO,water_system,35.0,0.0,837.0,22,3,3,"2016,2020"
EDSAL MFG CO INC,EDSAL MFG,IL,COOK,industrial,10.0,0.0,837.0,5,2,3,"2016,2024"
OAK LYNN MANOR MOBILE HOME PK-WELL HOUSE 1,OAK LYNN MANOR MOBILE HOME PK WELL HOUSE 1,PA,LYCOMING,industrial,25.0,0.0,837.0,13,3,3,"2017,2021,2024"
CRANE DEMING PUMPS,CRANE DEMING PUMPS,OH,COLUMBIANA,industrial,5.0,0.0,837.0,12,3,4,"2020,2024"
KINGSBORO PSYCHIATRIC CTR,KINGSBORO PSYCHIATRIC CTR,NY,KINGS,industrial,10.0,0.0,837.0,9,2,3,"2019,2020"
ABHE & SVOBODA,ABHE SVOBODA,CT,MIDDLESEX,industrial,15.0,0.0,836.0,10,3,4,"2015,2016,2020"
WOODVILLE SCHOOL,WOODVILLE SCHOOL,GA,,water_system,0.0,0.0,836.0,44,2,3,"2016,2022,2023"
SOUTH OAKS ESTATES,SOUTH OAKS ESTATES,IA,KOSSUTH,water_system,10.0,0.0,836.0,29,1,1,2016
SAN LUIS VALLEY REGIONAL AIRPORT,SAN LUIS VALLEY REGIONAL AIRPORT,CO,ALAMOSA,industrial,25.0,0.0,836.0,5,2,2,"2018,2019,2021"
TAOS SPA AND TENNIS CLUB,TAOS SPA AND TENNIS CLUB,NM,TAOS,water_system,10.0,0.0,836.0,24,2,3,"2022,2023,2024"
CHEP US - ATLANTA,CHEP US ATLANTA,GA,FULTON COUNTY,industrial,15.0,0.0,836.0,2,1,2,2024
INTER-ISLAND SOLAR SUPPLY OAHU,INTER ISLAND SOLAR SUPPLY OAHU,HI,HONOLULU,industrial,10.0,0.0,835.0,7,2,2,"2015,2017,2021"
SUGAR HILL INN,SUGAR HILL INN,NH,,water_system,0.0,0.0,835.0,18,3,3,"2015,2016,2019"
KAISER PERMANENTE MEDICAL OFFICE BUILDING SUNNYVALE,KAISER PERMANENTE MEDICAL OFFICE BUILDING SUNNYVALE,CA,SANTA CLARA,industrial,10.0,0.0,835.0,12,3,3,"2015,2016"
Willow Brook,WILLOW BROOK,MN,,water_system,0.0,0.0,835.0,11,3,4,"2015,2020,2022"
GRACE TABERNACLE,GRACE TABERNACLE,NC,,water_system,0.0,0.0,835.0,27,3,4,"2016,2020,2021,2022"
PENNY'S CONCRETE - LANSING PLANT,PENNY S CONCRETE LANSING PLANT,KS,LEAVENWORTH,industrial,15.0,0.0,835.0,7,3,3,"2016,2019,2020"
DELAWARE TOWNSHIP BB CONCESSIO,DELAWARE TOWNSHIP BB CONCESSIO,PA,,water_system,20.0,0.0,835.0,40,2,3,"2017,2020,2022,2023"
SUPERIOR CONTRACTOR SERVICES,SUPERIOR CONTRACTOR SERVICES,MD,WICOMICO,industrial,20.0,0.0,835.0,11,4,2,"2018,2020"
"SALT LIFE, LLC",SALT LIFE,MD,,water_system,15.0,0.0,835.0,18,4,5,"2018,2020,2024"
