rank,name,score,source_count,category_count,categories,sources,entity_type
258,Garlock Sealing Technologies,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
259,Gerry Homes,5,2,2,Where did the money go?; Who's protecting patients?,ida_ny; nursing_home,corporate
260,Gershow Recycling Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
261,Gig Harbor City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
262,Givaudan Flavors,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
263,Gloucester City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
264,GoDaddy Inc,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid_vendor,corporate
265,Google,5,2,2,Governing Pays; Where did the money go?,ida_oh; oge_trade,corporate
266,Graphic Packaging International,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
267,"Greenidge Generation, LLC",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
268,Greenville Technology,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
269,Grosse Ile Township,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
270,Guardian Industries,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
271,H B Fuller Company,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
272,Hamilton Health Center INC,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid_vendor,corporate
273,Hampton,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
274,Harrison Town,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
275,Hazlet Township,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
276,Health Management Associates LLC,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,corporate
277,Health Partners of Western Ohio,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_oh,corporate
278,Heart of Ohio Family Health Centers,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_oh,corporate
279,Hebron INC,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
280,Henkel Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
281,Hennepin County,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,government
282,"Henry Schein, Inc.",5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
283,Heritage Elementary School,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
284,Hill Country Youth Ranch,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
285,Hillside Village,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
286,Home Depot USA,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
287,Hoover Universal,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
288,Hudson River HealthCare,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
289,Hunter Health Clinic Inc.,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,corporate
290,Huntington Bancshares Incorporated,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
291,ITT Corporation,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
292,Indium Corporation of America,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
293,Ineos USA,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
294,Installed Building Products,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
295,Integra Lifesciences Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
296,Isabella County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
297,JD& Sons,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
298,Janis Solar LLC,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
299,Jeff Davis,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
300,Jefferson Academy,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
301,Jeld Wen,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
302,John F. Kennedy High School,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
303,Johns Manville,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
304,Johnson Controls Battery Group,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
305,Jsw Steel USA Ohio,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
306,Kearny Town,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
307,Kennametal,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
308,Kenton City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
309,King County,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,government
310,Koneta,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
311,"Konza Prairie Community Health Center, Inc.",5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,corporate
312,LA Clinica Tepeyac INC,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid_vendor,corporate
313,La Salle,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
314,Lafayette County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
315,Lake City Plating,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
316,Laurel Ridge,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
317,Lebanon,5,2,2,Governing Pays; Where did the money go?,fara_principal; opioid,corporate
318,Lenawee County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
319,Lewis and Clark County,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
320,Lincoln County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
321,Livingston County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
322,Lorain County Community College,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,government
323,Lord Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
324,Loreal USA Products,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
325,"Love's Travel Stops & Country Stores, Inc.",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
326,Lubrizol Advanced Materials,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
327,Lyons Village,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
328,M & T Bank,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
329,M S International,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
330,M Tek,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
331,Manchester,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
332,Manistee County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
333,Mansfield,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
334,Materion Brush,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
335,Mcafee Tool and Die,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
336,Medford,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
337,"Mediacom Realty, LLC",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
338,Medical University of South Carolina,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,education
339,Mercer County,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
340,Mercy Health,5,2,2,Where did the money go?; Who's protecting patients?,ida_oh; nursing_home,corporate
341,Merrick County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
342,MetLife,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
343,Metalx,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
344,Miba Bearings US,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
345,Millville City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
346,Minova USA,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
347,Missoula County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
348,Momentive Performance Materials,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
349,Momentive Specialty Chemicals,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
350,Mongodb,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
351,Monmouth,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
352,Monroe County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
353,Morgan Advanced Ceramics,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
354,Morris Ridge Solar Energy Center LLC,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
355,Morristown,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
356,"Morton Salt, Inc.",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
357,Motorola Solutions Inc,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid_vendor,corporate
358,Mount Pleasant City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
359,Mpw Industrial Services,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
360,Multnomah County,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,government
361,"NRG Energy, Inc.",5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
362,Nathan Littauer Hospital,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
363,Native American Community Clinic,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,corporate
364,Neighborhood HealthSource,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,corporate
365,Neshoba County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
366,Nestle Purina Petcare,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
367,Nestle Waters North America Inc.,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
368,New York Air Brake LLC,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
369,New York Community Bancorp,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
370,New York Community Bank,5,2,2,Governing Pays; Where did the money go?,ida_oh; oge_trade,corporate
371,Niagara Bottling,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
372,Niles Township,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
373,Nordson Corporation,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
374,Norfolk Southern Railway,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
375,North Country Dairy,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
376,"North Jersey Trailer & Truck Service, Inc.",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
377,Novelis Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
378,Nvr,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
379,Oakwood Healthcare INC,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,corporate
380,Oceana County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
381,Olean General Hospital,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
382,Omnicare,5,2,2,Where did the money go?; Who's protecting patients?,ida_oh; nursing_home,corporate
383,Omnisource Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
384,Omnova Solutions,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
385,Onslow County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
386,Orange City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
387,Ormet Primary Aluminum,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
388,Overnite Transportation Co,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
389,Owens Brockway Glass Container,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
390,Paccar,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
391,Pactiv,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
392,Paul smiths College,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
393,Pcc Airfoils,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
394,Perth Amboy City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
395,Pharmavite,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
396,Phelps Memorial Hospital Center,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
397,Phillips Edison Company,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
398,Phillipsburg Town,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
399,Plainville,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
400,Plastic Platers,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
401,Plastipak Packaging,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
402,Pontotoc County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
403,Powder River County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
404,Pratt Industries,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
405,Precision Gear Inc.,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
406,Preston,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
407,Prologis,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
408,Public Storage,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
409,R L Carriers,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
410,Randolph County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
411,Real Alloy Recycling,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
412,Regents of the University of Minnesota,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; opioid,education
413,Reladyne,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
414,Renton City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
415,Resonetics,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
416,Rich Products Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
417,Richard Weiner,5,2,2,Governing Pays; Where did the money go?,fara; ida_oh,corporate
418,Ridgewood Village,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
419,Roosevelt Elementary,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
420,Roxbury Township,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
421,SI Group Inc.,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
422,ST Joseph Medical Center,5,2,2,Where did the money go?; Who's protecting patients?,faith_hospital; opioid,corporate
423,ST Louis County,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
424,Saint Gobain Performance Plastics,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
425,Sammamish City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
426,Sanilac County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
427,Sarepta Therapeutics,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
428,Saunders County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
429,Savage,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
430,Schenectady County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
431,Schoolcraft County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
432,"Schuyler Hospital, Inc.",5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
433,"Sciegen Pharmaceuticals, Inc.",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
434,Science Applications International,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
435,Scotland,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
436,Secaucus Town,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
437,Sectional Stamping,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
438,Seneca Foods Corp.,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
439,Sherwin Williams,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
440,Shining Stars Daycare Inc.,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
441,"Siemens Energy, Inc.",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
442,Simpson Manufacturing,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
443,Skagit County,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
444,Smurfit Stone Container,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
445,South Point Village,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
446,Special Metals Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
447,Spokane Valley City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
448,Spring Lake Township,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
449,Sps Technologies,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
450,St John's Riverside Hospital,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
451,St. Joseph's Medical Center,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
452,St. Luke's Cornwall Hospital,5,2,2,Where did the money go?; Who's protecting patients?,hrsa_340b; ida_ny,corporate
453,Standard Register,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
454,State of Arkansas,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
455,State of California,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
456,State of Florida,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
457,State of Georgia,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
458,State of Hawaii,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
459,State of Illinois,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
460,State of Iowa,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
461,State of Louisiana,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
462,State of Maine,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
463,State of Massachusetts,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
464,State of Michigan,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
465,State of Mississippi,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
466,State of Montana,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
467,State of Nevada,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
468,State of New Jersey,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
469,State of New York,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
470,State of Ohio,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
471,State of Oklahoma,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
472,State of Oregon,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
473,State of Rhode Island,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
474,State of South Carolina,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
475,State of Tennessee,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
476,State of Texas,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
477,State of Vermont,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
478,State of Washington,5,2,2,Governing Pays; Where did the money go?,capitol_trade; opioid,government
479,State of Wyoming,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
480,Stone Creek School,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
481,Stratford,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
482,Suit-Kote Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
483,Sun Chemical Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
484,Sunny Wolf Charter School,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
485,Sutphen Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
486,Sylvania City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
487,Syracuse City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
488,"Sysco Syracuse, LLC",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
489,Syscom Advanced Materials,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
490,Tekni Plex,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
491,Tenneco,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
492,Tennessee Gas Pipeline,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
493,The Andersons,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
494,The Kroger,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
495,The Tjx Companies,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
496,Therm O Disc,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
497,Thomaston,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
498,Three Lakes Academy,5,2,2,Pollution & Enforcement; Where did the money go?,charter_school; water_epa,corporate
499,Titanium Metals Corporation,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
500,Tonawanda Coke,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
501,Total System Services,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
502,Town of Andrews,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
503,Town of Ansted,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
504,Town of Athens,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
505,Town of Barrackville,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
506,Town of Ceredo,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
507,Town of Chapmanville,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
508,Town of Chesapeake,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
509,Town of Crawford,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
510,Town of East Bank,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
511,Town of Ellenboro,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
512,Town of Fayetteville,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
513,Town of Franklin,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
514,Town of Grantsville,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
515,Town of Lumberport,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
516,Town of Mabscott,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
517,Town of Marlinton,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
518,Town of Marmet,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
519,Town of Oakland,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
520,Town of Perryville,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
521,Town of Rowlesburg,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
522,Town of Terra Alta,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
523,Town of Triadelphia,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
524,Town of West Union,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
525,Town of Westport,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,government
526,Tremco,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
527,Trinity Health Ann Arbor Hospital,5,2,2,Where did the money go?; Who's protecting patients?,faith_hospital; opioid,corporate
528,Trolley Barn,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
529,Tuscola County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
530,Tyler Technologies,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
531,"U.S. Venture, Inc.",5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
532,US Bank National Association,5,2,2,Where did the money go?; Who's protecting patients?,ida_oh; nursing_home,corporate
533,Ultium Cells,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
534,Union City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
535,Union County,5,2,2,Where did the money go?; Who's protecting patients?,nursing_home; opioid,government
536,United Rentals,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_ny,corporate
537,United States Steel Corporation,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,corporate
538,Unither Manufacturing LLC,5,2,2,Pollution & Enforcement; Where did the money go?,ida_ny; water_epa,corporate
539,Univar Solutions USA,5,2,2,Pollution & Enforcement; Where did the money go?,ida_oh; water_epa,corporate
540,University Place City,5,2,2,Pollution & Enforcement; Where did the money go?,opioid; water_epa,corporate
541,University of Akron,5,2,2,Governing Pays; Where did the money go?,capitol_trade; ida_oh,education
