rank,name,score,source_count,category_count,categories,sources,entity_type
1266,Northwest Colorado Visiting Nurse Association,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1267,Northwood Deaconess Health Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1268,Norwegian Embassy Information Service,2,2,1,Governing Pays,fara; fara_principal,foreign_gov
1269,Novo Nordisk A/S,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
1270,Nuclear Waste Management Organization,2,2,1,Governing Pays,fara; fara_principal,corporate
1271,"OCP North America, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1272,Ochsner Clinic Foundation,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1273,Office of Tibet,2,2,1,Governing Pays,fara; fara_principal,government
1274,Olney-hamilton Hospital District,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1275,"Open Dialogue Foundation, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1276,Oracle Corp.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1277,Orange City Municipal Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1278,Orlando Health INC,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1279,Oroville Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1280,Osf Heart of Mary Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1281,Osf Holy Family Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1282,Osf Sacred Heart Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1283,Osf Saint Anthony's Health Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1284,Osf Saint Clare Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1285,Osf Saint Katharine Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1286,Osf Saint Luke Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1287,Our Lady of the Lake Hospital INC,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1288,Pakistan Muslim League (Nawaz) USA,2,2,1,Governing Pays,fara; fara_principal,corporate
1289,Palo Alto County Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1290,Pan-American Coffee Bureau,2,2,1,Governing Pays,fara; fara_principal,government
1291,Parti Lumumbiste Unifie (PALU),2,2,1,Governing Pays,fara; fara_principal,corporate
1292,Parti National Progressiste,2,2,1,Governing Pays,fara; fara_principal,corporate
1293,Partido Democrata Popular,2,2,1,Governing Pays,fara; fara_principal,corporate
1294,Partido Politico Mira,2,2,1,Governing Pays,fara; fara_principal,corporate
1295,Partido Quisqueyano Democrata,2,2,1,Governing Pays,fara; fara_principal,corporate
1296,Partido Revolucionario Cubano (Autentico),2,2,1,Governing Pays,fara; fara_principal,corporate
1297,"PayPal Holdings, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1298,"Paycom Software, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1299,Pershing General Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1300,Pfizer Inc,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1301,"Philip Morris International, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1302,Philippine Tourist & Travel Association,2,2,1,Governing Pays,fara; fara_principal,corporate
1303,"Philippine-U.S. Council, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1304,Pih Health Whittier Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1305,Pioneer Memorial Hospital & Health Services,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1306,Polish Chamber of Foreign Trade,2,2,1,Governing Pays,fara; fara_principal,corporate
1307,Polish Research & Information Service,2,2,1,Governing Pays,fara; fara_principal,corporate
1308,Portland PR Inc.,2,2,1,Governing Pays,fara; fara_principal,corporate
1309,Portuguese Government Trade Office,2,2,1,Governing Pays,fara; fara_principal,corporate
1310,Portuguese National Tourist Office,2,2,1,Governing Pays,fara; fara_principal,corporate
1311,Presence Mercy Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1312,Presence Saints Mary and Elizabeth Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1313,Prochile,2,2,1,Governing Pays,fara; fara_principal,corporate
1314,"Progress for Angola, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1315,Providence Alaska Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1316,Providence Cedars Sinai Tarzana Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1317,Providence Hood River Memorial Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1318,Providence Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1319,Providence Mount Carmel Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1320,Providence Valdez Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1321,Public Affairs International,2,2,1,Governing Pays,fara; fara_principal,corporate
1322,Pulaski Memorial Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1323,Putnam County Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1324,"QUALCOMM, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1325,Qantas Airways LTD,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
1326,Quebec Government House,2,2,1,Governing Pays,fara; fara_principal,corporate
1327,Queensland Government Representative Office,2,2,1,Governing Pays,fara; fara_principal,corporate
1328,"RS Office For Cooperation, Trade and Investment LLC",2,2,1,Governing Pays,fara; fara_principal,corporate
1329,Redlands Community Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1330,Rentokil Initial PLC,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1331,"ResMed, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1332,"Robert W. Schofield & Associates, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1333,Roblox Corporation,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1334,"Roku, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1335,Romanian Tourist Office,2,2,1,Governing Pays,fara; fara_principal,corporate
1336,Royal Bank of Canada,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
1337,"Royal Trustco, Ltd.",2,2,1,Governing Pays,fara; fara_principal,corporate
1338,Rush Memorial Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1339,"S&P Global, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1340,ST Alexius Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1341,ST Anthony Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1342,ST Anthonys Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1343,ST Bernard Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1344,ST Charles Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1345,ST Dominic-jackson Memorial Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1346,ST Elizabeth Community Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1347,ST Francis Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1348,ST Helena Parish Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1349,ST Johns Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1350,ST Joseph's Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1351,ST Joseph's University Medical Center INC,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1352,ST Josephs Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1353,ST Mary Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1354,ST Mary's Regional Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1355,ST Mary-corwin Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1356,ST Marys Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1357,ST Rose Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1358,ST Vincent Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1359,Sacred Heart Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1360,Saint Agnes Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1361,Saint Alphonsus Medical Center - Nampa,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1362,Saint Alphonsus Regional Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1363,Saint Anthony Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1364,Saint Francis Hospital-evanston,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1365,Saint Francis Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1366,Saint Joseph East,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1367,Saint Mary's Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1368,Saint Peter's University Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1369,Salam International,2,2,1,Governing Pays,fara; fara_principal,corporate
1370,Salem Memorial District Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1371,Samuel Mahelona Memorial Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1372,San Bernardino Mountains Community Hospital District,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1373,Sanyo Audio Manufacturing (U.S.A.) Corporation,2,2,1,Governing Pays,fara; fara_principal,corporate
1374,Sanyo Fisher (U.S.A.) Corporation,2,2,1,Governing Pays,fara; fara_principal,corporate
1375,"Saudi Refining, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1376,Scandinavian National Tourist Office,2,2,1,Governing Pays,fara; fara_principal,corporate
1377,Scandinavian Railways,2,2,1,Governing Pays,fara; fara_principal,corporate
1378,Scottish Development Agency,2,2,1,Governing Pays,fara; fara_principal,government
1379,Scottish Enterprise,2,2,1,Governing Pays,fara; fara_principal,corporate
1380,Scripps Mercy Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1381,Segundo Frente Nacional Del Escambray,2,2,1,Governing Pays,fara; fara_principal,corporate
1382,"Shadwell Trading Company, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1383,Shands Jacksonville Medical Center INC,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1384,"Shannon Free Airport Development Company, Ltd.",2,2,1,Governing Pays,fara; fara_principal,corporate
1385,Sharkey Issaquena Community Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1386,Shopify Inc.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1387,Sidney Health Center,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1388,"Sierra Rutile America, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1389,Singapore Airlines LTD,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
1390,Singapore Economic Development Board,2,2,1,Governing Pays,fara; fara_principal,government
1391,Singapore Tourism Board,2,2,1,Governing Pays,fara; fara_principal,government
1392,Singapore Trade Development Board,2,2,1,Governing Pays,fara; fara_principal,government
1393,Singing River Health System,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1394,Sioux Center Health,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1395,Sisters of Charity Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1396,Smdc Medical Center,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1397,Software Technology Parks of India (STPI),2,2,1,Governing Pays,fara; fara_principal,corporate
1398,"Sonatrach, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1399,Sonoma Valley Health Care District,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1400,South Africa Foundation,2,2,1,Governing Pays,fara; fara_principal,corporate
1401,South African Sugar Association (SASA),2,2,1,Governing Pays,fara; fara_principal,corporate
1402,South African Tourism,2,2,1,Governing Pays,fara; fara_principal,corporate
1403,South Central Regional Medical Center,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1404,South Georgia Medical Center INC,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1405,South Peninsula Hospital INC,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1406,South West Africa People's Organization (SWAPO),2,2,1,Governing Pays,fara; fara_principal,corporate
1407,Southeast Alaska Regional Health Consortium,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1408,Southern Transitional Council,2,2,1,Governing Pays,fara; fara_principal,corporate
1409,Southwest Health Center INC,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1410,Spanish Library of Information,2,2,1,Governing Pays,fara; fara_principal,corporate
1411,Ssm Health Saint Louis University Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1412,St. Alphonsus Medical Center - Baker City,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1413,St. Lucia National Development Corporation,2,2,1,Governing Pays,fara; fara_principal,corporate
1414,St. Mary's Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1415,St. Patrick Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1416,Starbucks Corp.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1417,Steris PLC,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1418,Stryker Corp.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1419,Supreme Committee of Croatian Peasant Society,2,2,1,Governing Pays,fara; fara_principal,corporate
1420,Surinam Tourist Bureau,2,2,1,Governing Pays,fara; fara_principal,government
1421,Sutter Bay Hospitals,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1422,Svenska Handelsbanken,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
1423,"Swedish Industries Fund, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1424,Swedish Information Service,2,2,1,Governing Pays,fara; fara_principal,corporate
1425,Sweeny Hospital District,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1426,Switzerland Tourism,2,2,1,Governing Pays,fara; fara_principal,corporate
1427,Syndicat Des Marins De France,2,2,1,Governing Pays,fara; fara_principal,corporate
1428,"Take-Two Interactive Software, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1429,"Tea Council of the U.S.A., Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1430,"Teladoc Health, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1431,Tencent Holdings LTD,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1432,Tenet Healthcare Corp,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1433,"The Home Depot, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1434,The Medical Center LLC,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1435,"The PNC Financial Services Group, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1436,The Sherwin-Williams Co.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1437,"The Travelers Companies, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1438,The Walt Disney Co.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1439,"The Williams Cos., Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1440,"Thomson-CSF, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1441,Tift Regional Health System INC,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1442,Tioga Medical Center,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1443,Tippah County Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1444,Toray Industries Inc,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
1445,Tourism Australia,2,2,1,Governing Pays,fara; fara_principal,corporate
1446,Tourism Ireland,2,2,1,Governing Pays,fara; fara_principal,corporate
1447,Tourism Queensland,2,2,1,Governing Pays,fara; fara_principal,corporate
1448,Toyota Motor Corp,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
1449,TransCanada PipeLines Ltd,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
1450,Trinidad & Tobago Tourist Board,2,2,1,Governing Pays,fara; fara_principal,government
1451,Trinidad-Tobago Industrial Development Corporation,2,2,1,Governing Pays,fara; fara_principal,corporate
1452,Trinity Health Muskegon Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1453,Trinity Health Oakland Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1454,Trinity Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1455,Tunisian National Tourist Office,2,2,1,Governing Pays,fara; fara_principal,corporate
1456,U.S. Bancorp,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1457,U.S. Mission of the Syrian Democratic Council,2,2,1,Governing Pays,fara; fara_principal,corporate
1458,U.S.-Cuban Sugar Council,2,2,1,Governing Pays,fara; fara_principal,corporate
1459,"Uber Technologies, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1460,Uchicago Medicine Adventhealth Bolingbrook,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1461,Uchicago Medicine Adventhealth Glenoaks,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
1462,"Unicorp International, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1463,Unidad Revolucionaria,2,2,1,Governing Pays,fara; fara_principal,corporate
1464,"Union Nacional Sinarquista, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1465,Union Pacific Corp,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1466,United Hospital Center INC,2,2,1,Who's protecting patients?,faith_hospital; nursing_home,corporate
1467,United Somali Congress,2,2,1,Governing Pays,fara; fara_principal,corporate
1468,"UnitedHealth Group, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1469,Universal Public Relations,2,2,1,Governing Pays,fara; fara_principal,corporate
1470,"Urenco, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1471,"VMware, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1472,"Verizon Communications, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1473,"Vertex Pharmaceuticals, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1474,Viatris,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1475,"Visa, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1476,VisitBritain,2,2,1,Governing Pays,fara; fara_principal,corporate
1477,VisitDenmark,2,2,1,Governing Pays,fara; fara_principal,corporate
1478,W P Carey Inc.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1479,"WEC Energy Group, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1480,War Memorial Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1481,"Watsco, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1482,Wells Fargo & Co,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1483,Welsh Development Agency,2,2,1,Governing Pays,fara; fara_principal,government
1484,"Welsh Development International, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1485,West Park Hospital District,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1486,Weston County Hospital District,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1487,Westpac Banking Corp,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
1488,"Willis Knighton Medical Center, Inc.",2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1489,Witham Memorial Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1490,Woodlawn Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1491,"Workday, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1492,"World Zionist Organization - American Section, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
1493,Yale New Haven Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1494,Yayasan Berbakti Semangat Indonesia,2,2,1,Governing Pays,fara; fara_principal,corporate
1495,York General Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
1496,Yugoslav National Tourist Office,2,2,1,Governing Pays,fara; fara_principal,corporate
1497,Yum China Holdings Inc,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1498,"Yum! Brands, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1499,"Zscaler, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1500,"e.l.f. Beauty, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1501,"lululemon athletica, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
1502,"salesforce.com, inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
